_ODS Columns[TABLE_SCHEMA],_ODS Columns[TABLE_NAME],[Cols]
PRODDTA,F4211,SDKCOO:nchar|SDDOCO:int|SDDCTO:nchar|SDLNID:decimal|SDSFXO:nchar|SDMCU:nchar|SDCO:nchar|SDOKCO:nchar|SDOORN:nchar|SDOCTO:nchar|SDOGNO:decimal|SDRKCO:nchar|SDRORN:nchar|SDRCTO:nchar|SDRLLN:decimal|SDDMCT:nchar|SDDMCS:int|SDAN8:int|SDSHAN:int|SDPA8:int|SDDRQJ:int|SDTRDJ:int|SDPDDJ:int|SDADDJ:int|SDIVD:int|SDCNDJ:int|SDDGL:int|SDRSDJ:int|SDPEFJ:int|SDPPDJ:int|SDVR01:nvarchar|SDVR02:nvarchar|SDITM:int|SDLITM:nvarchar|SDAITM:nvarchar|SDLOCN:nvarchar|SDLOTN:nvarchar|SDFRGD:nchar|SDTHGD:nchar|SDFRMP:decimal|SDTHRP:decimal|SDEXDP:int|SDDSC1:nvarchar|SDDSC2:nvarchar|SDLNTY:nchar|SDNXTR:nchar|SDLTTR:nchar|SDEMCU:nchar|SDRLIT:nchar|SDKTLN:decimal|SDCPNT:decimal|SDRKIT:int|SDKTP:decimal|SDSRP1:nchar|SDSRP2:nchar|SDSRP3:nchar|SDSRP4:nchar|SDSRP5:nchar|SDPRP1:nchar|SDPRP2:nchar|SDPRP3:nchar|SDPRP4:nchar|SDPRP5:nchar|SDUOM:nchar|SDUORG:decimal|SDSOQS:decimal|SDSOBK:decimal|SDSOCN:decimal|SDSONE:decimal|SDUOPN:decimal|SDQTYT:decimal|SDQRLV:decimal|SDCOMM:nchar|SDOTQY:nchar|SDUPRC:decimal|SDAEXP:decimal|SDAOPN:decimal|SDPROV:nchar|SDTPC:nchar|SDAPUM:nchar|SDLPRC:decimal|SDUNCS:decimal|SDECST:decimal|SDCSTO:nchar|SDTCST:decimal|SDINMG:nchar|SDPTC:nchar|SDRYIN:nchar|SDDTBS:nchar|SDTRDC:decimal|SDFUN2:decimal|SDASN:nchar|SDPRGR:nchar|SDCLVL:nchar|SDCADC:decimal|SDKCO:nchar|SDDOC:int|SDDCT:nchar|SDODOC:int|SDODCT:nchar|SDOKC:nchar|SDPSN:int|SDDELN:int|SDTAX1:nchar|SDTXA1:nchar|SDEXR1:nchar|SDATXT:nchar|SDPRIO:nchar|SDRESL:nchar|SDBACK:nchar|SDSBAL:nchar|SDAPTS:nchar|SDLOB:nchar|SDEUSE:nchar|SDDTYS:nchar|SDNTR:nchar|SDVEND:int|SDCARS:int|SDMOT:nchar|SDROUT:nchar|SDSTOP:nchar|SDZON:nchar|SDCNID:nvarchar|SDFRTH:nchar|SDSHCM:nchar|SDSHCN:nchar|SDSERN:nvarchar|SDUOM1:nchar|SDPQOR:decimal|SDUOM2:nchar|SDSQOR:decimal|SDUOM4:nchar|SDITWT:decimal|SDWTUM:nchar|SDITVL:decimal|SDVLUM:nchar|SDRPRC:nchar|SDORPR:nchar|SDORP:nchar|SDCMGP:nchar|SDGLC:nchar|SDCTRY:int|SDFY:int|SDSO01:nchar|SDSO02:nchar|SDSO03:nchar|SDSO04:nchar|SDSO05:nchar|SDSO06:nchar|SDSO07:nchar|SDSO08:nchar|SDSO09:nchar|SDSO10:nchar|SDSO11:nchar|SDSO12:nchar|SDSO13:nchar|SDSO14:nchar|SDSO15:nchar|SDACOM:nchar|SDCMCG:nchar|SDRCD:nchar|SDGRWT:decimal|SDGWUM:nchar|SDSBL:nchar|SDSBLT:nchar|SDLCOD:nchar|SDUPC1:nchar|SDUPC2:nchar|SDUPC3:nchar|SDSWMS:nchar|SDUNCD:nchar|SDCRMD:nchar|SDCRCD:nchar|SDCRR:decimal|SDFPRC:decimal|SDFUP:decimal|SDFEA:decimal|SDFUC:decimal|SDFEC:decimal|SDURCD:nchar|SDURDT:int|SDURAT:decimal|SDURAB:int|SDURRF:nvarchar|SDTORG:nchar|SDUSER:nchar|SDPID:nchar|SDJOBN:nchar|SDUPMJ:int|SDTDAY:int|SDSO16:nchar|SDSO17:nchar|SDSO18:nchar|SDSO19:nchar|SDSO20:nchar|SDIR01:nvarchar|SDIR02:nvarchar|SDIR03:nvarchar|SDIR04:nvarchar|SDIR05:nvarchar|SDSOOR:decimal|SDVR03:nvarchar|SDDEID:decimal|SDPSIG:nvarchar|SDRLNU:nchar|SDPMDT:int|SDRLTM:int|SDRLDJ:int|SDDRQT:int|SDADTM:int|SDOPTT:int|SDPDTT:int|SDPSTM:int|SDXDCK:nchar|SDXPTY:decimal|SDDUAL:nchar|SDBSC:nchar|SDCBSC:nchar|SDCORD:int|SDDVAN:int|SDPEND:nchar|SDRFRV:nchar|SDMCLN:decimal|SDSHPN:int|SDRSDT:int|SDPRJM:int|SDOSEQ:int|SDMERL:nchar|SDHOLD:nchar|SDHDBU:nchar|SDDMBU:nchar|SDBCRC:nchar|SDODLN:decimal|SDOPDJ:int|SDXKCO:nchar|SDXORN:int|SDXCTO:nchar|SDXLLN:decimal|SDXSFX:nchar|SDPOE:nchar|SDPMTO:nchar|SDANBY:int|SDPMTN:nchar|SDNUMB:int|SDAAID:int|SDSPATTN:nvarchar|SDPRAN8:int|SDPRCIDLN:int|SDCCIDLN:int|SDSHCCIDLN:int|SDOPPID:decimal|SDOSTP:nchar|SDUKID:decimal|SDCATNM:nvarchar|SDALLOC:nchar|SDFULPID:decimal|SDALLSTS:nvarchar|SDOSCORE:decimal|SDOSCOREO:nchar|SDCMCO:nchar|SDKITID:decimal|SDKITAMTDOM:decimal|SDKITAMTFOR:decimal|SDKITDIRTY:nchar|SDOCITT:nchar|SDOCCARDNO:int|SDPMPN:nvarchar|SDPNS:decimal
PRODDTA,F42119,SDKCOO:nchar|SDDOCO:int|SDDCTO:nchar|SDLNID:decimal|SDSFXO:nchar|SDMCU:nchar|SDCO:nchar|SDOKCO:nchar|SDOORN:nchar|SDOCTO:nchar|SDOGNO:decimal|SDRKCO:nchar|SDRORN:nchar|SDRCTO:nchar|SDRLLN:decimal|SDDMCT:nchar|SDDMCS:int|SDAN8:int|SDSHAN:int|SDPA8:int|SDDRQJ:int|SDTRDJ:int|SDPDDJ:int|SDADDJ:int|SDIVD:int|SDCNDJ:int|SDDGL:int|SDRSDJ:int|SDPEFJ:int|SDPPDJ:int|SDVR01:nvarchar|SDVR02:nvarchar|SDITM:int|SDLITM:nvarchar|SDAITM:nvarchar|SDLOCN:nvarchar|SDLOTN:nvarchar|SDFRGD:nchar|SDTHGD:nchar|SDFRMP:decimal|SDTHRP:decimal|SDEXDP:int|SDDSC1:nvarchar|SDDSC2:nvarchar|SDLNTY:nchar|SDNXTR:nchar|SDLTTR:nchar|SDEMCU:nchar|SDRLIT:nchar|SDKTLN:decimal|SDCPNT:decimal|SDRKIT:int|SDKTP:decimal|SDSRP1:nchar|SDSRP2:nchar|SDSRP3:nchar|SDSRP4:nchar|SDSRP5:nchar|SDPRP1:nchar|SDPRP2:nchar|SDPRP3:nchar|SDPRP4:nchar|SDPRP5:nchar|SDUOM:nchar|SDUORG:decimal|SDSOQS:decimal|SDSOBK:decimal|SDSOCN:decimal|SDSONE:decimal|SDUOPN:decimal|SDQTYT:decimal|SDQRLV:decimal|SDCOMM:nchar|SDOTQY:nchar|SDUPRC:decimal|SDAEXP:decimal|SDAOPN:decimal|SDPROV:nchar|SDTPC:nchar|SDAPUM:nchar|SDLPRC:decimal|SDUNCS:decimal|SDECST:decimal|SDCSTO:nchar|SDTCST:decimal|SDINMG:nchar|SDPTC:nchar|SDRYIN:nchar|SDDTBS:nchar|SDTRDC:decimal|SDFUN2:decimal|SDASN:nchar|SDPRGR:nchar|SDCLVL:nchar|SDCADC:decimal|SDKCO:nchar|SDDOC:int|SDDCT:nchar|SDODOC:int|SDODCT:nchar|SDOKC:nchar|SDPSN:int|SDDELN:int|SDTAX1:nchar|SDTXA1:nchar|SDEXR1:nchar|SDATXT:nchar|SDPRIO:nchar|SDRESL:nchar|SDBACK:nchar|SDSBAL:nchar|SDAPTS:nchar|SDLOB:nchar|SDEUSE:nchar|SDDTYS:nchar|SDNTR:nchar|SDVEND:int|SDCARS:int|SDMOT:nchar|SDROUT:nchar|SDSTOP:nchar|SDZON:nchar|SDCNID:nvarchar|SDFRTH:nchar|SDSHCM:nchar|SDSHCN:nchar|SDSERN:nvarchar|SDUOM1:nchar|SDPQOR:decimal|SDUOM2:nchar|SDSQOR:decimal|SDUOM4:nchar|SDITWT:decimal|SDWTUM:nchar|SDITVL:decimal|SDVLUM:nchar|SDRPRC:nchar|SDORPR:nchar|SDORP:nchar|SDCMGP:nchar|SDGLC:nchar|SDCTRY:int|SDFY:int|SDSO01:nchar|SDSO02:nchar|SDSO03:nchar|SDSO04:nchar|SDSO05:nchar|SDSO06:nchar|SDSO07:nchar|SDSO08:nchar|SDSO09:nchar|SDSO10:nchar|SDSO11:nchar|SDSO12:nchar|SDSO13:nchar|SDSO14:nchar|SDSO15:nchar|SDACOM:nchar|SDCMCG:nchar|SDRCD:nchar|SDGRWT:decimal|SDGWUM:nchar|SDSBL:nchar|SDSBLT:nchar|SDLCOD:nchar|SDUPC1:nchar|SDUPC2:nchar|SDUPC3:nchar|SDSWMS:nchar|SDUNCD:nchar|SDCRMD:nchar|SDCRCD:nchar|SDCRR:decimal|SDFPRC:decimal|SDFUP:decimal|SDFEA:decimal|SDFUC:decimal|SDFEC:decimal|SDURCD:nchar|SDURDT:int|SDURAT:decimal|SDURAB:int|SDURRF:nvarchar|SDTORG:nchar|SDUSER:nchar|SDPID:nchar|SDJOBN:nchar|SDUPMJ:int|SDTDAY:int|SDSO16:nchar|SDSO17:nchar|SDSO18:nchar|SDSO19:nchar|SDSO20:nchar|SDIR01:nvarchar|SDIR02:nvarchar|SDIR03:nvarchar|SDIR04:nvarchar|SDIR05:nvarchar|SDSOOR:decimal|SDVR03:nvarchar|SDDEID:decimal|SDPSIG:nvarchar|SDRLNU:nchar|SDPMDT:int|SDRLTM:int|SDRLDJ:int|SDDRQT:int|SDADTM:int|SDOPTT:int|SDPDTT:int|SDPSTM:int|SDXDCK:nchar|SDXPTY:decimal|SDDUAL:nchar|SDBSC:nchar|SDCBSC:nchar|SDCORD:int|SDDVAN:int|SDPEND:nchar|SDRFRV:nchar|SDMCLN:decimal|SDSHPN:int|SDRSDT:int|SDPRJM:int|SDOSEQ:int|SDMERL:nchar|SDHOLD:nchar|SDHDBU:nchar|SDDMBU:nchar|SDBCRC:nchar|SDODLN:decimal|SDOPDJ:int|SDXKCO:nchar|SDXORN:int|SDXCTO:nchar|SDXLLN:decimal|SDXSFX:nchar|SDPOE:nchar|SDPMTO:nchar|SDANBY:int|SDPMTN:nchar|SDNUMB:int|SDAAID:int|SDSPATTN:nvarchar|SDPRAN8:int|SDPRCIDLN:int|SDCCIDLN:int|SDSHCCIDLN:int|SDOPPID:decimal|SDOSTP:nchar|SDUKID:decimal|SDCATNM:nvarchar|SDALLOC:nchar|SDFULPID:decimal|SDALLSTS:nvarchar|SDOSCORE:decimal|SDOSCOREO:nchar|SDCMCO:nchar|SDKITID:decimal|SDKITAMTDOM:decimal|SDKITAMTFOR:decimal|SDKITDIRTY:nchar|SDOCITT:nchar|SDOCCARDNO:int|SDPMPN:nvarchar|SDPNS:decimal
PRODDTA,F41002,UMMCU:nchar|UMITM:int|UMUM:nchar|UMRUM:nchar|UMUSTR:nchar|UMCONV:decimal|UMCNV1:decimal|UMUSER:nchar|UMPID:nchar|UMJOBN:nchar|UMUPMJ:int|UMTDAY:int|UMEXPO:nchar|UMEXSO:nchar|UMPUPC:decimal|UMSEPC:decimal
PRODDTA,F4101,IMITM:int|IMLITM:nchar|IMAITM:nchar|IMDSC1:nvarchar|IMDSC2:nvarchar|IMSRTX:nvarchar|IMALN:nvarchar|IMSRP1:nchar|IMSRP2:nchar|IMSRP3:nchar|IMSRP4:nchar|IMSRP5:nchar|IMSRP6:nchar|IMSRP7:nchar|IMSRP8:nchar|IMSRP9:nchar|IMSRP0:nchar|IMPRP1:nchar|IMPRP2:nchar|IMPRP3:nchar|IMPRP4:nchar|IMPRP5:nchar|IMPRP6:nchar|IMPRP7:nchar|IMPRP8:nchar|IMPRP9:nchar|IMPRP0:nchar|IMCDCD:nvarchar|IMPDGR:nchar|IMDSGP:nchar|IMPRGR:nchar|IMRPRC:nchar|IMORPR:nchar|IMBUYR:int|IMDRAW:nvarchar|IMRVNO:nchar|IMDSZE:nchar|IMVCUD:decimal|IMCARS:int|IMCARP:int|IMSHCN:nchar|IMSHCM:nchar|IMUOM1:nchar|IMUOM2:nchar|IMUOM3:nchar|IMUOM4:nchar|IMUOM6:nchar|IMUOM8:nchar|IMUOM9:nchar|IMUWUM:nchar|IMUVM1:nchar|IMSUTM:nchar|IMUMVW:nchar|IMCYCL:nchar|IMGLPT:nchar|IMPLEV:nchar|IMPPLV:nchar|IMCLEV:nchar|IMPRPO:nchar|IMCKAV:nchar|IMBPFG:nchar|IMSRCE:nchar|IMOT1Y:nchar|IMOT2Y:nchar|IMSTDP:int|IMFRMP:int|IMTHRP:int|IMSTDG:nchar|IMFRGD:nchar|IMTHGD:nchar|IMCOTY:nchar|IMSTKT:nchar|IMLNTY:nchar|IMCONT:nchar|IMBACK:nchar|IMIFLA:nchar|IMTFLA:nchar|IMINMG:nchar|IMABCS:nchar|IMABCM:nchar|IMABCI:nchar|IMOVR:nchar|IMWARR:nchar|IMCMCG:nchar|IMSRNR:nchar|IMPMTH:nchar|IMFIFO:nchar|IMLOTS:nchar|IMSLD:int|IMANPL:int|IMMPST:nchar|IMPCTM:decimal|IMMMPC:decimal|IMPTSC:nchar|IMSNS:nchar|IMLTLV:int|IMLTMF:int|IMLTCM:int|IMOPC:nchar|IMOPV:decimal|IMACQ:decimal|IMMLQ:decimal|IMLTPU:decimal|IMMPSP:nchar|IMMRPP:nchar|IMITC:nchar|IMORDW:nchar|IMMTF1:int|IMMTF2:int|IMMTF3:int|IMMTF4:int|IMMTF5:int|IMEXPD:int|IMDEFD:int|IMSFLT:int|IMMAKE:nchar|IMCOBY:nchar|IMLLX:int|IMCMGL:nchar|IMCOMH:int|IMURCD:nchar|IMURDT:int|IMURAT:decimal|IMURAB:int|IMURRF:nvarchar|IMUSER:nchar|IMPID:nchar|IMJOBN:nchar|IMUPMJ:int|IMTDAY:int|IMUPCN:nvarchar|IMSCC0:nvarchar|IMUMUP:nchar|IMUMDF:nchar|IMUMS0:nchar|IMUMS1:nchar|IMUMS2:nchar|IMUMS3:nchar|IMUMS4:nchar|IMUMS5:nchar|IMUMS6:nchar|IMUMS7:nchar|IMUMS8:nchar|IMPOC:nchar|IMAVRT:decimal|IMEQTY:nchar|IMWTRQ:nchar|IMTMPL:nvarchar|IMSEG1:nchar|IMSEG2:nchar|IMSEG3:nchar|IMSEG4:nchar|IMSEG5:nchar|IMSEG6:nchar|IMSEG7:nchar|IMSEG8:nchar|IMSEG9:nchar|IMSEG0:nchar|IMMIC:nchar|IMAING:nchar|IMBBDD:int|IMCMDM:nchar|IMLECM:nchar|IMLEDD:int|IMPEFD:int|IMSBDD:int|IMU1DD:int|IMU2DD:int|IMU3DD:int|IMU4DD:int|IMU5DD:int|IMDLTL:decimal|IMDPPO:nchar|IMDUAL:nchar|IMXDCK:nchar|IMLAF:nchar|IMLTFM:nchar|IMRWLA:nchar|IMLNPA:nchar|IMLOTC:nchar|IMAPSC:nchar|IMAUOM:nchar|IMCONB:nchar|IMGCMP:nchar|IMPRI1:decimal|IMPRI2:decimal|IMASHL:nchar|IMVMINV:nchar|IMCMETH:nchar|IMEXPI:nchar|IMOPTH:decimal|IMCUTH:decimal|IMUMTH:nchar|IMLMFG:nchar|IMLINE:nchar|IMDFTPCT:decimal|IMKBIT:nchar|IMDFENDITM:nchar|IMKANEXLL:nchar|IMSCPSELL:nchar|IMMOPTH:decimal|IMMCUTH:decimal|IMCUMTH:nchar|IMATPRN:nvarchar|IMATPCA:nchar|IMATPAC:nchar|IMCOORE:nchar|IMVCPFC:nvarchar|IMPNYN:nchar
PRODDTA,F4102,IBITM:int|IBLITM:nchar|IBAITM:nchar|IBMCU:nchar|IBSRP1:nchar|IBSRP2:nchar|IBSRP3:nchar|IBSRP4:nchar|IBSRP5:nchar|IBSRP6:nchar|IBSRP7:nchar|IBSRP8:nchar|IBSRP9:nchar|IBSRP0:nchar|IBPRP1:nchar|IBPRP2:nchar|IBPRP3:nchar|IBPRP4:nchar|IBPRP5:nchar|IBPRP6:nchar|IBPRP7:nchar|IBPRP8:nchar|IBPRP9:nchar|IBPRP0:nchar|IBCDCD:nvarchar|IBPDGR:nchar|IBDSGP:nchar|IBVEND:int|IBANPL:int|IBBUYR:int|IBGLPT:nchar|IBORIG:nchar|IBROPI:decimal|IBROQI:decimal|IBRQMX:decimal|IBRQMN:decimal|IBWOMO:int|IBSERV:decimal|IBSAFE:decimal|IBSLD:int|IBCKAV:nchar|IBSRCE:nchar|IBLOTS:nchar|IBOT1Y:nchar|IBOT2Y:nchar|IBSTDP:decimal|IBFRMP:decimal|IBTHRP:decimal|IBSTDG:nchar|IBFRGD:nchar|IBTHGD:nchar|IBCOTY:nchar|IBMMPC:decimal|IBPRGR:nchar|IBRPRC:nchar|IBORPR:nchar|IBBACK:nchar|IBIFLA:nchar|IBABCS:nchar|IBABCM:nchar|IBABCI:nchar|IBOVR:nchar|IBSHCM:nchar|IBCARS:int|IBCARP:int|IBSHCN:nchar|IBSTKT:nchar|IBLNTY:nchar|IBFIFO:nchar|IBCYCL:nchar|IBINMG:nchar|IBWARR:nchar|IBSRNR:nchar|IBPCTM:decimal|IBCMCG:nchar|IBFUF1:nchar|IBTX:nchar|IBTAX1:nchar|IBMPST:nchar|IBMRPD:nchar|IBMRPC:nchar|IBUPC:decimal|IBSNS:nchar|IBMERL:nchar|IBLTLV:int|IBLTMF:int|IBLTCM:int|IBOPC:nchar|IBOPV:decimal|IBACQ:decimal|IBMLQ:decimal|IBLTPU:decimal|IBMPSP:nchar|IBMRPP:nchar|IBITC:nchar|IBECO:nchar|IBECTY:nchar|IBECOD:int|IBMTF1:int|IBMTF2:int|IBMTF3:int|IBMTF4:int|IBMTF5:int|IBMOVD:decimal|IBQUED:decimal|IBSETL:decimal|IBSRNK:decimal|IBSRKF:nchar|IBTIMB:nchar|IBBQTY:decimal|IBORDW:nchar|IBEXPD:int|IBDEFD:int|IBMULT:decimal|IBSFLT:int|IBMAKE:nchar|IBLFDJ:int|IBLLX:int|IBCMGL:nchar|IBURCD:nchar|IBURDT:int|IBURAT:decimal|IBURAB:int|IBURRF:nvarchar|IBUSER:nchar|IBPID:nchar|IBJOBN:nchar|IBUPMJ:int|IBTDAY:int|IBTFLA:nchar|IBCOMH:int|IBAVRT:decimal|IBPOC:nchar|IBAING:nchar|IBBBDD:int|IBCMDM:nchar|IBLECM:nchar|IBLEDD:int|IBMLOT:nchar|IBPEFD:int|IBSBDD:int|IBU1DD:int|IBU2DD:int|IBU3DD:int|IBU4DD:int|IBU5DD:int|IBXDCK:nchar|IBLAF:nchar|IBLTFM:nchar|IBRWLA:nchar|IBLNPA:nchar|IBLOTC:nchar|IBAPSC:nchar|IBPRI1:decimal|IBPRI2:decimal|IBLTCV:decimal|IBASHL:nchar|IBOPTH:decimal|IBCUTH:decimal|IBUMTH:nchar|IBLMFG:nchar|IBLINE:nchar|IBDFTPCT:decimal|IBKBIT:nchar|IBDFENDITM:nchar|IBKANEXLL:nchar|IBSCPSELL:nchar|IBMOPTH:decimal|IBMCUTH:decimal|IBCUMTH:nchar|IBATPRN:nvarchar|IBATPCA:nchar|IBATPAC:nchar|IBCOORE:nchar|IBVCPFC:nvarchar|IBPNYN:nchar
PRODDTA,F41021,LIITM:int|LIMCU:nchar|LILOCN:nchar|LILOTN:nchar|LIPBIN:nchar|LIGLPT:nchar|LILOTS:nchar|LILRCJ:int|LIPQOH:decimal|LIPBCK:decimal|LIPREQ:decimal|LIQWBO:decimal|LIOT1P:decimal|LIOT2P:decimal|LIOT1A:decimal|LIHCOM:decimal|LIPCOM:decimal|LIFCOM:decimal|LIFUN1:decimal|LIQOWO:decimal|LIQTTR:decimal|LIQTIN:decimal|LIQONL:decimal|LIQTRI:decimal|LIQTRO:decimal|LINCDJ:int|LIQTY1:decimal|LIQTY2:decimal|LIURAB:int|LIURRF:nvarchar|LIURAT:decimal|LIURCD:nchar|LIJOBN:nchar|LIPID:nchar|LIUPMJ:int|LIUSER:nchar|LITDAY:int|LIURDT:int|LIQTO1:decimal|LIQTO2:decimal|LIHCMS:decimal|LIPJCM:decimal|LIPJDM:decimal|LISCMS:decimal|LISIBW:decimal|LISOBW:decimal|LISQOH:decimal|LISQWO:decimal|LISREQ:decimal|LISWHC:decimal|LISWSC:decimal|LICHDF:nchar|LIWPDF:nchar|LICFGSID:nvarchar
PRODDTA,F4311,PDKCOO:nchar|PDDOCO:int|PDDCTO:nchar|PDSFXO:nchar|PDLNID:decimal|PDMCU:nchar|PDCO:nchar|PDOKCO:nchar|PDOORN:nchar|PDOCTO:nchar|PDOGNO:decimal|PDRKCO:nchar|PDRORN:nchar|PDRCTO:nchar|PDRLLN:decimal|PDDMCT:nchar|PDDMCS:int|PDBALU:nchar|PDAN8:int|PDSHAN:int|PDDRQJ:int|PDTRDJ:int|PDPDDJ:int|PDOPDJ:int|PDADDJ:int|PDCNDJ:int|PDPEFJ:int|PDPPDJ:int|PDPSDJ:int|PDDSVJ:int|PDDGL:int|PDPN:int|PDVR01:nvarchar|PDVR02:nvarchar|PDITM:int|PDLITM:nvarchar|PDAITM:nvarchar|PDLOCN:nvarchar|PDLOTN:nvarchar|PDFRGD:nchar|PDTHGD:nchar|PDFRMP:decimal|PDTHRP:decimal|PDDSC1:nvarchar|PDDSC2:nvarchar|PDLNTY:nchar|PDNXTR:nchar|PDLTTR:nchar|PDRLIT:nchar|PDPDS1:nchar|PDPDS2:nchar|PDPDS3:nchar|PDPDS4:nchar|PDPDS5:nchar|PDPDP1:nchar|PDPDP2:nchar|PDPDP3:nchar|PDPDP4:nchar|PDPDP5:nchar|PDUOM:nchar|PDUORG:decimal|PDUCHG:decimal|PDUOPN:decimal|PDUREC:decimal|PDCREC:decimal|PDURLV:decimal|PDOTQY:nchar|PDPRRC:decimal|PDAEXP:decimal|PDACHG:decimal|PDAOPN:decimal|PDAREC:decimal|PDARLV:decimal|PDFTN1:decimal|PDTRLV:decimal|PDPROV:nchar|PDAMC3:decimal|PDECST:decimal|PDCSTO:nchar|PDCSMP:nchar|PDINMG:nchar|PDASN:nchar|PDPRGR:nchar|PDCLVL:nchar|PDCATN:nchar|PDDSPR:decimal|PDPTC:nchar|PDTX:nchar|PDEXR1:nchar|PDTXA1:nchar|PDATXT:nchar|PDCNID:nvarchar|PDCDCD:nvarchar|PDNTR:nchar|PDFRTH:nchar|PDFRTC:nchar|PDZON:nchar|PDFRAT:nchar|PDRATT:nchar|PDANBY:int|PDANCR:int|PDMOT:nchar|PDCOT:nchar|PDSHCM:nchar|PDSHCN:nchar|PDUOM1:nchar|PDPQOR:decimal|PDUOM2:nchar|PDSQOR:decimal|PDUOM3:nchar|PDITWT:decimal|PDWTUM:nchar|PDITVL:decimal|PDVLUM:nchar|PDGLC:nchar|PDCTRY:int|PDFY:int|PDSTTS:nchar|PDRCD:nchar|PDFUF1:nchar|PDFUF2:nchar|PDGRWT:decimal|PDGWUM:nchar|PDLT:nchar|PDANI:nvarchar|PDAID:nchar|PDOMCU:nchar|PDOBJ:nchar|PDSUB:nchar|PDSBLT:nchar|PDSBL:nchar|PDASID:nvarchar|PDCCMP:int|PDTAG:nchar|PDWR01:nchar|PDPL:nchar|PDELEV:nchar|PDR001:nchar|PDRTNR:nchar|PDLCOD:nchar|PDPURG:nchar|PDPROM:nchar|PDFNLP:nchar|PDAVCH:nchar|PDPRPY:nchar|PDUNCD:nchar|PDMATY:nchar|PDRTGC:nchar|PDRCPF:nchar|PDPS01:nchar|PDPS02:nchar|PDPS03:nchar|PDPS04:nchar|PDPS05:nchar|PDPS06:nchar|PDPS07:nchar|PDPS08:nchar|PDPS09:nchar|PDPS10:nchar|PDCRMD:nchar|PDARTG:nchar|PDCORD:int|PDCHDT:nchar|PDDOCC:int|PDCHLN:decimal|PDCRCD:nchar|PDCRR:decimal|PDFRRC:decimal|PDFEA:decimal|PDFUC:decimal|PDFEC:decimal|PDFCHG:decimal|PDFAP:decimal|PDFREC:decimal|PDURCD:nchar|PDURDT:int|PDURAT:decimal|PDURAB:int|PDURRF:nvarchar|PDTORG:nchar|PDUSER:nchar|PDPID:nchar|PDJOBN:nchar|PDUPMJ:int|PDTDAY:int|PDVR05:nvarchar|PDVR04:nvarchar|PDSHPN:int|PDRSHT:int|PDPRJM:int|PDOSFX:nchar|PDMERL:nchar|PDMCLN:decimal|PDMACT:nchar|PDKTLN:decimal|PDFTRL:decimal|PDDUAL:nchar|PDDRQT:int|PDDLEJ:int|PDCTAM:decimal|PDCPNT:decimal|PDCHT:int|PDCHRT:int|PDCHRS:nchar|PDCHMJ:int|PDBCRC:nchar|PDVR03:nvarchar|PDLDNM:int|PDMKFR:int|PDPMTN:nchar|PDUKID:decimal|PDUNSPSC:nchar|PDCMDCDE:nvarchar|PDRSFX:nchar|PDWVID:int|PDCNTRTID:int|PDCNTRTDID:decimal|PDMOADJ:nchar|PDPODC01:nchar|PDPODC02:nchar|PDPODC03:nchar|PDPODC04:nchar|PDJBCD:nchar|PDSRQTY:decimal|PDSRUOM:nchar|PDCFGFL:nchar|PDPMPN:nvarchar|PDPNS:decimal
PRODCTL,F0005,DRSY:nchar|DRRT:nchar|DRKY:nchar|DRDL01:nvarchar|DRDL02:nvarchar|DRSPHD:nchar|DRUDCO:nchar|DRHRDC:nchar|DRUSER:nchar|DRPID:nchar|DRUPMJ:int|DRJOBN:nchar|DRUPMT:int
