Company,Branch Plant,2nd Item Number,Purchase Order Number,Reference 2,Reporting Code 3,Open Quantity,Primary Quantity,Primary UOM,Secondary Quantity,Secondary UOM,Last Status,Next Status,Requested Date,Promised Date,Vendor Code,Vendor Name,Freeze Code Flag,Branch Plant1,Global Bulk Item,Bulk Item,2nd Item Number1,Commodity Class,Sub Class,Master Planning Family,GL Category,Primary Supplier,Safety Stock,Leadtime Level
00010,CIN2,CY385,178279,"",PL,0,220,LB,220,LB,980,999,2026-06-23 00:00:00,2026-06-23 00:00:00,104580,"Palmer Holland, Inc.",Y,CIN2,CY385,CY385,CY385,CLA,CLA,RCB,IN30,104580,0,30
00010,CIN2,CY385,178279,"",PL,0,220,LB,220,LB,980,999,2026-06-23 00:00:00,2026-07-30 00:00:00,209160,"Palmer Holland, Inc.",Y,CIN2,CY385,CY385,CY385,CLA,CLA,RCB,IN30,104580,0,30
00010,CIN2,CY385,178279,"",PL,88,88,LB,88,LB,280,400,2026-06-23 00:00:00,2026-07-24 00:00:00,104580,"Palmer Holland, Inc.",N,CIN2,CY385,CY385,CY385,CLA,CLA,RCB,IN30,104580,0,30
00010,CIN2,CY385,178279,"",PL,132,132,LB,132,LB,280,400,2026-06-23 00:00:00,2026-07-30 00:00:00,104580,"Palmer Holland, Inc.",N,CIN2,CY385,CY385,CY385,CLA,CLA,RCB,IN30,104580,0,30
00010,CIN2,CY385,178782,"",DR,548,548,LB,548,LB,280,400,2026-07-14 00:00:00,2026-07-14 00:00:00,104580,"Palmer Holland, Inc.",Y,CIN2,CY385,CY385,CY385,CLA,CLA,RCB,IN30,104580,0,30
00010,CIN2,DC5826,170147,"",DR,0,4920,LB,2232,KG,400,999,2025-10-07 00:00:00,2025-08-06 00:00:00,329728,Univar Solutions USA Inc,Y,CIN2,DC5826,DC5826,DC5826,ADD,WAS,RCB,IN30,329728,0,80
00010,CIN2,DC5826,170297,"",DR,0,3280,LB,1488,KG,400,999,2025-10-14 00:00:00,2025-10-16 00:00:00,329728,Univar Solutions USA Inc,Y,CIN2,DC5826,DC5826,DC5826,ADD,WAS,RCB,IN30,329728,0,80
00010,CIN2,DC5826,170452,"",DR,0,3280,LB,1488,KG,400,999,2025-10-21 00:00:00,2025-10-21 00:00:00,329728,Univar Solutions USA Inc,Y,CIN2,DC5826,DC5826,DC5826,ADD,WAS,RCB,IN30,329728,0,80
00010,CIN2,DC5826,175320,"",DR,0,1640,LB,744,KG,400,999,2026-03-12 00:00:00,2026-02-24 00:00:00,329728,Univar Solutions USA Inc,N,CIN2,DC5826,DC5826,DC5826,ADD,WAS,RCB,IN30,329728,0,80
00010,CIN2,DC5826,176744,"",DR,0,1640,LB,744,KG,400,999,2026-07-07 00:00:00,2026-07-07 00:00:00,329728,Univar Solutions USA Inc,Y,CIN2,DC5826,DC5826,DC5826,ADD,WAS,RCB,IN30,329728,0,80
00010,CIN2,DEEFO37,170782,"",PL,0,40,LB,40,LB,400,999,2025-10-08 00:00:00,2025-10-09 00:00:00,20153,"IMCD US, LLC",Y,CIN2,DEEFO37,DEEFO37,DEEFO37,DEF,DFO,RCB,IN30,94662,4,70
00010,CIN2,DEEFO37,177212,"",PL,40,40,LB,40,LB,280,400,2026-09-08 00:00:00,2026-09-08 00:00:00,94662,Chem Materials Company,Y,CIN2,DEEFO37,DEEFO37,DEEFO37,DEF,DFO,RCB,IN30,94662,4,70
00010,CIN2,DEUREXA20,178007,4010651562,BG,0,331,LB,331,LB,400,999,2026-07-01 00:00:00,2026-07-01 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DEUREXA20,DEUREXA20,DEUREXA20,NOC,NOC,RBW,IN30,20177,0,1
00010,CIN2,DF1020,172728,"",DR,0,400,LB,181,KG,980,999,2025-11-20 00:00:00,2025-11-20 00:00:00,26391,Munzing,N,CIN2,DF1020,DF1020,DF1020,DEF,DFO,RCB,IN30,26391,0,20
00010,CIN2,DF215,170331,"",DR,0,3200,LB,1451,KG,400,999,2025-09-02 00:00:00,2025-09-02 00:00:00,26391,Munzing,Y,CIN2,DF215,DF215,DF215,DEF,DMO,RCB,IN30,26391,800,21
00010,CIN2,DF215,172042,"",DR,0,1600,LB,726,KG,400,999,2025-10-23 00:00:00,2025-10-23 00:00:00,26391,Munzing,Y,CIN2,DF215,DF215,DF215,DEF,DMO,RCB,IN30,26391,800,21
00010,CIN2,DF215,172730,"",DR,0,1600,LB,726,KG,400,999,2025-12-18 00:00:00,2025-12-18 00:00:00,26391,Munzing,Y,CIN2,DF215,DF215,DF215,DEF,DMO,RCB,IN30,26391,800,21
00010,CIN2,DF215,173833,"",DR,0,1600,LB,726,KG,400,999,2026-01-16 00:00:00,2026-01-16 00:00:00,26391,Munzing,Y,CIN2,DF215,DF215,DF215,DEF,DMO,RCB,IN30,26391,800,21
00010,CIN2,DF215,174374,"",DR,0,3200,LB,1451,KG,400,999,2026-02-17 00:00:00,2026-02-17 00:00:00,26391,Munzing,Y,CIN2,DF215,DF215,DF215,DEF,DMO,RCB,IN30,26391,800,21
00010,CIN2,DF215,176089,"",DR,0,1600,LB,726,KG,400,999,2026-04-15 00:00:00,2026-04-15 00:00:00,26391,Munzing,Y,CIN2,DF215,DF215,DF215,DEF,DMO,RCB,IN30,26391,800,21
00010,CIN2,DF215,177069,"",DR,0,1600,LB,726,KG,400,999,2026-06-03 00:00:00,2026-06-03 00:00:00,26391,Munzing,Y,CIN2,DF215,DF215,DF215,DEF,DMO,RCB,IN30,26391,800,21
00010,CIN2,DF215,177964,"",DR,0,1600,LB,726,KG,400,999,2026-06-29 00:00:00,2026-06-29 00:00:00,26391,Munzing,Y,CIN2,DF215,DF215,DF215,DEF,DMO,RCB,IN30,26391,800,21
00010,CIN2,DF351,169654,"",DR,0,460,LB,460,LB,400,999,2025-08-01 00:00:00,2025-08-01 00:00:00,26391,Munzing,Y,CIN2,DF351,DF351,DF351,DEF,DFO,RCB,IN30,26391,0,21
00010,CIN2,DF351,171565,"",DR,0,460,LB,460,LB,400,999,2025-10-23 00:00:00,2025-10-03 00:00:00,26391,Munzing,Y,CIN2,DF351,DF351,DF351,DEF,DFO,RCB,IN30,26391,0,21
00010,CIN2,DF351,172201,"",DR,0,460,LB,460,LB,400,999,2025-10-23 00:00:00,2025-10-23 00:00:00,26391,Munzing,Y,CIN2,DF351,DF351,DF351,DEF,DFO,RCB,IN30,26391,0,21
00010,CIN2,DF351,172961,"",DR,0,460,LB,460,LB,400,999,2025-11-20 00:00:00,2025-11-20 00:00:00,26391,Munzing,N,CIN2,DF351,DF351,DF351,DEF,DFO,RCB,IN30,26391,0,21
00010,CIN2,DF351,173643,"",DR,0,460,LB,460,LB,400,999,2026-01-16 00:00:00,2025-12-18 00:00:00,26391,Munzing,Y,CIN2,DF351,DF351,DF351,DEF,DFO,RCB,IN30,26391,0,21
00010,CIN2,DF351,174375,"",DR,0,460,LB,460,LB,400,999,2026-01-16 00:00:00,2026-01-16 00:00:00,26391,Munzing,Y,CIN2,DF351,DF351,DF351,DEF,DFO,RCB,IN30,26391,0,21
00010,CIN2,DF351,175328,"",DR,0,460,LB,460,LB,400,999,2026-03-10 00:00:00,2026-03-10 00:00:00,26391,Munzing,Y,CIN2,DF351,DF351,DF351,DEF,DFO,RCB,IN30,26391,0,21
00010,CIN2,DF351,176023,"",DR,0,920,LB,920,LB,400,999,2026-04-15 00:00:00,2026-04-15 00:00:00,26391,Munzing,Y,CIN2,DF351,DF351,DF351,DEF,DFO,RCB,IN30,26391,0,21
00010,CIN2,DF351,177400,"",DR,0,460,LB,460,LB,400,999,2026-06-03 00:00:00,2026-06-03 00:00:00,26391,Munzing,Y,CIN2,DF351,DF351,DF351,DEF,DFO,RCB,IN30,26391,0,21
00010,CIN2,DF651,169375,"",PL,0,55,LB,55,LB,400,999,2025-11-20 00:00:00,2025-11-20 00:00:00,26391,Munzing,Y,CIN2,DF651,DF651,DF651,DEF,DFO,RCB,IN30,26391,0,150
00010,CIN2,DFC3025,172362,"",DR,0,441,LB,441,LB,400,999,2025-12-15 00:00:00,2025-12-15 00:00:00,26372,Azelis Americas CASE,Y,CIN2,DFC3025,DFC3025,DFC3025,ACR,ACR,RCB,IN30,361559,140,60
00010,CIN2,DFC3025,177791,"",DR,0,441,LB,441,LB,400,999,2026-07-13 00:00:00,2026-07-13 00:00:00,26372,Azelis Americas CASE,Y,CIN2,DFC3025,DFC3025,DFC3025,ACR,ACR,RCB,IN30,361559,140,60
00010,CIN2,DFC3030,174011,"",DR,0,1764,LB,1764,LB,400,999,2026-02-20 00:00:00,2026-01-09 00:00:00,26372,Azelis Americas CASE,Y,CIN2,DFC3030,DFC3030,DFC3030,ACR,ACR,RCB,IN30,361559,600,60
00010,CIN2,DFC3030,174695,"",DR,0,1764,LB,1764,LB,980,999,2026-01-23 00:00:00,2026-01-23 00:00:00,26372,Azelis Americas CASE,N,CIN2,DFC3030,DFC3030,DFC3030,ACR,ACR,RCB,IN30,361559,600,60
00010,CIN2,DFC3030,174695,"",TO,0,2205,LB,2205,LB,400,999,2026-01-23 00:00:00,2026-01-29 00:00:00,26372,Azelis Americas CASE,N,CIN2,DFC3030,DFC3030,DFC3030,ACR,ACR,RCB,IN30,361559,600,60
00010,CIN2,DFC3030,174789,"",TO,0,2205,LB,2205,LB,400,999,2026-03-24 00:00:00,2026-03-24 00:00:00,26372,Azelis Americas CASE,Y,CIN2,DFC3030,DFC3030,DFC3030,ACR,ACR,RCB,IN30,361559,600,60
00010,CIN2,DFC3040,171939,"",DR,0,882,LB,882,LB,400,999,2025-12-15 00:00:00,2025-12-01 00:00:00,52744,Azelis Americas CASE,Y,CIN2,DFC3040,DFC3040,DFC3040,ACR,ACR,RCB,IN30,361559,315,60
00010,CIN2,DFC3040,173191,"",DR,0,441,LB,441,LB,400,999,2026-01-13 00:00:00,2026-01-13 00:00:00,26372,Azelis Americas CASE,Y,CIN2,DFC3040,DFC3040,DFC3040,ACR,ACR,RCB,IN30,361559,315,60
00010,CIN2,DFC3040,176280,"",DR,0,441,LB,441,LB,400,999,2026-05-26 00:00:00,2026-05-26 00:00:00,26372,Azelis Americas CASE,Y,CIN2,DFC3040,DFC3040,DFC3040,ACR,ACR,RCB,IN30,361559,315,60
00010,CIN2,DFC3040,178206,"",DR,441,441,LB,441,LB,280,400,2026-08-07 00:00:00,2026-08-07 00:00:00,26372,Azelis Americas CASE,Y,CIN2,DFC3040,DFC3040,DFC3040,ACR,ACR,RCB,IN30,361559,315,60
00010,CIN2,DFC3050,172290,"",DR,0,441,LB,441,LB,400,999,2025-10-27 00:00:00,2025-12-10 00:00:00,26372,Azelis Americas CASE,Y,CIN2,DFC3050,DFC3050,DFC3050,ACR,ACR,RCB,IN30,361559,130,60
00010,CIN2,DFC3050,172731,"",DR,0,441,LB,441,LB,400,999,2025-12-15 00:00:00,2025-12-17 00:00:00,26372,Azelis Americas CASE,Y,CIN2,DFC3050,DFC3050,DFC3050,ACR,ACR,RCB,IN30,361559,130,60
00010,CIN2,DFC3050,176279,"",DR,0,441,LB,441,LB,400,999,2026-05-26 00:00:00,2026-05-26 00:00:00,26372,Azelis Americas CASE,Y,CIN2,DFC3050,DFC3050,DFC3050,ACR,ACR,RCB,IN30,361559,130,60
00010,CIN2,DFT3202,169669,"",DR,0,586,LB,586,LB,400,999,2026-01-12 00:00:00,2026-01-12 00:00:00,24886,"Michelman  Interl. - (FG) - Aubange, BE",Y,CIN2,DFT3202,DFT3202,DFT3202,DEF,DMO,RCB,IN30,24886,200,191
00010,CIN2,DG902.E-JG,170464,"",JG,0,40,KG,8,JG,400,999,2026-01-12 00:00:00,2026-01-12 00:00:00,24886,"Michelman  Interl. - (FG) - Aubange, BE",Y,CIN2,DG902,DG902.E,DG902.E-JG,POL,POT,FCB,IN32,24886,40,175
00010,CIN2,DG920.E-B1,174353,"",BX,0,20,KG,1,B1,980,999,2026-08-03 00:00:00,2026-08-03 00:00:00,24886,"Michelman  Interl. - (FG) - Aubange, BE",N,CIN2,DG920,DG920.E,DG920.E-B1,"",L,FCB,IN32,24886,0,161
00010,CIN2,DG920.E-JG,170471,"",JG,0,40,KG,8,JG,400,999,2026-01-12 00:00:00,2026-01-12 00:00:00,24886,"Michelman  Interl. - (FG) - Aubange, BE",Y,CIN2,DG920,DG920.E,DG920.E-JG,POL,POT,FCB,IN32,24886,40,175
00010,CIN2,DG920.E-JG,174353,554178251,JG,20,20,KG,4,JG,280,400,2026-08-03 00:00:00,2026-08-10 00:00:00,24886,"Michelman  Interl. - (FG) - Aubange, BE",Y,CIN2,DG920,DG920.E,DG920.E-JG,POL,POT,FCB,IN32,24886,40,175
00010,CIN2,DG920.E-JG,177591,"",JG,20,20,KG,4,JG,280,400,2026-11-11 00:00:00,2026-09-18 00:00:00,24886,"Michelman  Interl. - (FG) - Aubange, BE",Y,CIN2,DG920,DG920.E,DG920.E-JG,POL,POT,FCB,IN32,24886,40,175
00010,CIN2,DG921.E-JG,170472,"",JG,0,40,KG,8,JG,400,999,2026-01-12 00:00:00,2026-01-12 00:00:00,24886,"Michelman  Interl. - (FG) - Aubange, BE",Y,CIN2,DG921,DG921.E,DG921.E-JG,POL,POT,FCB,IN32,24886,40,110
00010,CIN2,DMD5980I,166028,"",BB,0,41557,LB,41557,LB,400,999,2025-04-03 00:00:00,2025-11-24 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,166031,"",BB,0,41557,LB,41557,LB,980,999,2025-04-23 00:00:00,2025-12-11 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,169238,4009604379,BB,0,41557,LB,41557,LB,400,999,2025-07-23 00:00:00,2025-07-17 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,169239, 4009604382,BB,0,41557,LB,41557,LB,400,999,2025-08-06 00:00:00,2025-07-28 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,169240,4009604393,BB,0,41557,LB,41557,LB,400,999,2025-08-20 00:00:00,2025-08-08 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,170530,4009731519,BB,0,41557,LB,41557,LB,400,999,2025-09-17 00:00:00,2025-09-17 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,170540,4009731490,BB,0,41557,LB,41557,LB,400,999,2025-08-27 00:00:00,2025-08-27 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,170541,4009731504,BB,0,41557,LB,41557,LB,400,999,2025-09-09 00:00:00,2025-09-09 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,170542,4009731521,BB,0,41557,LB,41557,LB,400,999,2025-09-30 00:00:00,2025-09-30 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,172654,"",BB,0,41557,LB,41557,LB,400,999,2025-11-12 00:00:00,2025-11-12 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,172656,"",BB,0,41557,LB,41557,LB,400,999,2025-12-17 00:00:00,2025-12-03 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,173458,"",BB,0,41557,LB,41557,LB,400,999,2026-01-09 00:00:00,2025-12-19 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,173459,"",BB,0,41557,LB,41557,LB,400,999,2026-01-16 00:00:00,2026-01-09 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,173460,"",BB,0,41557,LB,41557,LB,400,999,2026-01-23 00:00:00,2026-01-16 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,173461,"",BB,0,41557,LB,41557,LB,400,999,2026-02-06 00:00:00,2026-01-28 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,173462,"",BB,0,41557,LB,41557,LB,400,999,2026-02-20 00:00:00,2026-02-05 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,173463,"",BB,0,41557,LB,41557,LB,400,999,2026-03-13 00:00:00,2026-02-11 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,173464,"",BB,0,41557,LB,41557,LB,400,999,2026-03-20 00:00:00,2026-02-25 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,173465,"",BB,0,41557,LB,41557,LB,400,999,2026-03-27 00:00:00,2026-03-04 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175232,4010162060,BB,0,41557,LB,41557,LB,400,999,2026-03-11 00:00:00,2026-03-11 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175233,4010162061,BB,0,41557,LB,41557,LB,400,999,2026-03-13 00:00:00,2026-03-24 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175234,4010162064,BB,0,41557,LB,41557,LB,400,999,2026-03-18 00:00:00,2026-03-31 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175235,4010162067,BB,0,41557,LB,41557,LB,400,999,2026-04-02 00:00:00,2026-04-23 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175236,4010162070,BB,0,41557,LB,41557,LB,400,999,2026-04-08 00:00:00,2026-04-22 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175237,4010162071,BB,0,41557,LB,41557,LB,400,999,2026-04-14 00:00:00,2026-04-28 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175238,4010162072,BB,0,41557,LB,41557,LB,400,999,2026-04-22 00:00:00,2026-05-15 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175239,4010162078,BB,0,41557,LB,41557,LB,400,999,2026-05-06 00:00:00,2026-05-20 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175240,4010162080,BB,0,41557,LB,41557,LB,400,999,2026-05-13 00:00:00,2026-05-21 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175241,4010216488,BB,0,41557,LB,41557,LB,400,999,2026-05-20 00:00:00,2026-05-28 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175242,4010216492,BB,0,41557,LB,41557,LB,400,999,2026-06-04 00:00:00,2026-06-04 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175243,4010216541,BB,0,41557,LB,41557,LB,400,999,2026-06-10 00:00:00,2026-06-19 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175245,4010162076,BB,0,41557,LB,41557,LB,400,999,2026-07-02 00:00:00,2026-06-26 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175246,4010216542,BB,0,41557,LB,41557,LB,400,999,2026-06-17 00:00:00,2026-07-08 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175247,4010216491,BB,41557,41557,LB,41557,LB,280,400,2026-07-08 00:00:00,2026-07-15 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,175251,"",BB,41557,41557,LB,41557,LB,280,400,2026-08-05 00:00:00,2026-08-05 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,177580,"",BB,41557,41557,LB,41557,LB,280,400,2026-08-13 00:00:00,2026-08-13 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,177581,"",BB,41557,41557,LB,41557,LB,280,400,2026-08-20 00:00:00,2026-08-20 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,177582,"",BB,41557,41557,LB,41557,LB,280,400,2026-08-27 00:00:00,2026-08-27 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,177583,"",BB,41557,41557,LB,41557,LB,280,400,2026-09-03 00:00:00,2026-09-03 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,177584,"",BB,41557,41557,LB,41557,LB,280,400,2026-09-17 00:00:00,2026-09-17 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DMD5980I,177585,"",BB,41557,41557,LB,41557,LB,280,400,2026-09-24 00:00:00,2026-09-24 00:00:00,20177,Dow Chemical - Plastics,Y,CIN2,DMD5980I,DMD5980I,DMD5980I,EAA,EAA,RBW,IN30,20177,0,10
00010,CIN2,DPE3500-T2,170065,"",TO,0,36800,LB,16,TO,400,999,2025-09-10 00:00:00,2025-09-10 00:00:00,350744,INX International Coatings and Adhesives,Y,CIN2,DPE3500,DPE3500,DPE3500-T2,COM,CMA,TOL,IN32,350744,6900,56
00010,CIN2,DPE3500-T2,170659,"",TO,0,36800,LB,16,TO,400,999,2025-09-29 00:00:00,2025-09-29 00:00:00,350744,INX International Coatings and Adhesives,Y,CIN2,DPE3500,DPE3500,DPE3500-T2,COM,CMA,TOL,IN32,350744,6900,56
00010,CIN2,DPE3500-T2,175369,"",TO,0,18400,LB,8,TO,400,999,2026-04-08 00:00:00,2026-04-08 00:00:00,350744,INX International Coatings and Adhesives,Y,CIN2,DPE3500,DPE3500,DPE3500-T2,COM,CMA,TOL,IN32,350744,6900,56
00010,CIN2,DPE3500-T2,175369,"",TO,0,20700,LB,9,TO,400,999,2026-04-08 00:00:00,2026-04-08 00:00:00,350744,INX International Coatings and Adhesives,N,CIN2,DPE3500,DPE3500,DPE3500-T2,COM,CMA,TOL,IN32,350744,6900,56
00010,CIN2,DPE3500-T2,175741,"",TO,0,39100,LB,17,TO,400,999,2026-05-01 00:00:00,2026-05-01 00:00:00,350744,INX International Coatings and Adhesives,Y,CIN2,DPE3500,DPE3500,DPE3500-T2,COM,CMA,TOL,IN32,350744,6900,56
00010,CIN2,DPE3500-T2,175982,"",TO,0,39100,LB,17,TO,400,999,2026-05-12 00:00:00,2026-06-11 00:00:00,350744,INX International Coatings and Adhesives,Y,CIN2,DPE3500,DPE3500,DPE3500-T2,COM,CMA,TOL,IN32,350744,6900,56
00010,CIN2,DPE3500-T2,177472,"",TO,0,27600,LB,12,TO,400,999,2026-05-20 00:00:00,2026-05-19 00:00:00,350744,INX International Coatings and Adhesives,N,CIN2,DPE3500,DPE3500,DPE3500-T2,COM,CMA,TOL,IN32,350744,6900,56
00010,CIN2,DPE3500-T2,178824,"",TO,39100,39100,LB,17,TO,280,400,2026-09-25 00:00:00,2026-09-25 00:00:00,350744,INX International Coatings and Adhesives,Y,CIN2,DPE3500,DPE3500,DPE3500-T2,COM,CMA,TOL,IN32,350744,6900,56
00010,CIN2,DPI8446.E-PD,176836,"",DR,0,600,KG,3,DR,400,999,2026-05-06 00:00:00,2026-05-13 00:00:00,24886,"Michelman  Interl. - (FG) - Aubange, BE",Y,CIN2,DPI8446,DPI8446.E,DPI8446.E-PD,LIQ,L,FCB,IN32,24886,0,70
00010,CIN2,DRQUILT,173115,"",EA,0,10,EA,10,LB,980,999,2026-01-27 00:00:00,2026-02-06 00:00:00,270742,Q Sales and Leasing (LLC),Y,CIN2,DRQUILT,DRQUILT,DRQUILT,PKG,PKO,PKG,IN30,270742,16,30
00010,CIN2,DRQUILT,173967,"",EA,0,6,EA,6,LB,980,999,2026-02-20 00:00:00,2026-02-20 00:00:00,270742,Q Sales and Leasing (LLC),Y,CIN2,DRQUILT,DRQUILT,DRQUILT,PKG,PKO,PKG,IN30,270742,16,30
00010,CIN2,DRQUILT,173967,"",EA,0,10,EA,10,LB,400,999,2026-02-20 00:00:00,2026-02-20 00:00:00,270742,Q Sales and Leasing (LLC),Y,CIN2,DRQUILT,DRQUILT,DRQUILT,PKG,PKO,PKG,IN30,270742,16,30
