Branch,ParentItem2nd,CompItem2nd,CompBulk,CompGlobalBulk,CompItem2ndIM,CompBulkIM,CompBranch,TypeBOM,EffFrom,EffThru,Qty,QtyBatch,CompLineNum,RevLevel,UOM,IsCurrent,DWSource,CompIBSKey,ParentIBSKey
ORTC,U802-OP,MPEG2000,MPEG2000,MPEG2000,MPEG2000,MPEG2000,ORTC,M,2013-12-10T00:00:00,2040-12-31T00:00:00,0.4746,0.0,0.0,,LB,0,1,95700,95779
ORTC,U701M,MPEG2000,MPEG2000,MPEG2000,MPEG2000,MPEG2000,ORTC,M,2014-02-05T00:00:00,2040-12-31T00:00:00,0.391,0.0,0.0,,LB,0,1,95700,95780
ORTC,U501B,MPEG2000,MPEG2000,MPEG2000,MPEG2000,MPEG2000,ORTC,M,2019-03-26T00:00:00,2040-12-31T00:00:00,0.343,0.0,0.0,,LB,0,1,95700,95821
ORTC,U601-KP,U601,U601,U601,U601,U601,ORTC,M,2016-03-14T00:00:00,2040-12-31T00:00:00,46000.0,0.0,0.0,,LB,0,1,95691,95715
ORTC,U601-PL,U601,U601,U601,U601,U601,ORTC,M,2008-10-16T00:00:00,2040-12-31T00:00:00,4000.0,0.0,1.0,,LB,0,1,95691,95734
ORTC,U802,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2020-04-30T00:00:00,2040-12-31T00:00:00,9.1,0.0,0.0,,LB,0,1,95706,95787
ORTC,U501B,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2019-03-26T00:00:00,2040-12-31T00:00:00,7.258,0.0,0.0,,LB,0,1,95706,95821
ORTC,MDU20M,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2016-04-27T00:00:00,2040-12-31T00:00:00,5.496,0.0,0.0,,LB,0,1,95706,95802
ORTC,FCNX1258,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2012-05-22T00:00:00,2040-12-31T00:00:00,11.1312,0.0,0.0,,LB,0,1,95706,95762
ORTC,FCNX1259,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2012-06-01T00:00:00,2040-12-31T00:00:00,7.258,0.0,0.0,,LB,0,1,95706,95763
ORTC,FCNX1260,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2012-06-18T00:00:00,2040-12-31T00:00:00,9.1,0.0,0.0,,LB,0,1,95706,95764
ORTC,FCNX1263,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2012-07-19T00:00:00,2040-12-31T00:00:00,5.5656,0.0,0.0,,LB,0,1,95706,95765
ORTC,FCNX1267,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2012-09-05T00:00:00,2040-12-31T00:00:00,9.1,0.0,0.0,,LB,0,1,95706,95767
ORTC,FCNX1138,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2011-10-07T00:00:00,2040-12-31T00:00:00,11.1312,0.0,0.0,,LB,0,1,95706,95760
ORTC,U502,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2019-03-29T00:00:00,2040-12-31T00:00:00,7.258,0.0,0.0,,LB,0,1,95706,95773
ORTC,U204,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2019-03-26T00:00:00,2040-12-31T00:00:00,5.7377,0.0,0.0,,LB,0,1,95706,95774
ORTC,MDU20,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2015-08-10T00:00:00,2040-12-31T00:00:00,5.7377,0.0,0.0,,LB,0,1,95706,95777
ORTC,U802-OP,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2013-12-10T00:00:00,2040-12-31T00:00:00,9.1,0.0,0.0,,LB,0,1,95706,95779
ORTC,FCNX1487,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ABEX2525,ORTC,M,2014-08-13T00:00:00,2040-12-31T00:00:00,7.306,0.0,0.0,,LB,0,1,95706,95783
ORTC,U1001-OP,U1001,U1001,U1001,U1001,U1001,ORTC,M,2008-10-14T00:00:00,2040-12-31T00:00:00,45000.0,0.0,1.0,,LB,0,1,95711,95733
ORTC,U1001-PL,U1001,U1001,U1001,U1001,U1001,ORTC,M,2008-10-22T00:00:00,2040-12-31T00:00:00,4000.0,0.0,1.0,,LB,0,1,95711,95735
USCM,U101,MPEG2000,MPEG2000,MPEG2000,MPEG2000,MPEG2000,USCM,M,2022-10-20T00:00:00,2040-12-31T00:00:00,0.4754,0.0,0.0,,LB,0,1,115654,115641
USCM,U501,MPEG2000,MPEG2000,MPEG2000,MPEG2000,MPEG2000,USCM,M,2019-03-26T00:00:00,2040-12-31T00:00:00,0.343,0.0,0.0,,LB,0,1,115654,115643
USCM,U601,MPEG2000,MPEG2000,MPEG2000,MPEG2000,MPEG2000,USCM,M,2019-03-26T00:00:00,2040-12-31T00:00:00,1.1451,0.0,0.0,,LB,0,1,115654,115644
ORTC,U470,MPEG2000,MPEG2000,MPEG2000,MPEG2000,MPEG2000,ORTC,M,2016-08-25T00:00:00,2040-12-31T00:00:00,0.3298,0.0,0.0,,LB,0,1,95700,95805
ORTC,U502,MPEG2000,MPEG2000,MPEG2000,MPEG2000,MPEG2000,ORTC,M,2019-03-29T00:00:00,2040-12-31T00:00:00,0.343,0.0,0.0,,LB,0,1,95700,95773
ORTC,FCNX1487,MPEG2000,MPEG2000,MPEG2000,MPEG2000,MPEG2000,ORTC,M,2014-08-13T00:00:00,2040-12-31T00:00:00,0.3298,0.0,0.0,,LB,0,1,95700,95783
