Company,BusinessUnit,IBBranch,BUDim,GlobalBulk,Bulk,IBGlobalBulk,IBBulk,Item2nd,IBItem2nd,Desc1,Desc2,ReqDate,TM,ForecastType,ForecastTypeDesc,RevisedFlag,Bypass,DWSource,OrderType,QtyForecast,QtyFcLB,QtyFcKG,CFLB,CFKG,UOMPrimary,AddressNum,AddrName,GlobalParentDesc,Chemist,UpdatedDate
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-12-05T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-03-20T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-05-15T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-03-27T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-09-26T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-06-26T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-12-12T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-08-21T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-11-28T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-07-10T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-10-30T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-02-20T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-08-28T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-07-03T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-11-06T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-09-25T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-09-12T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-11-27T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-04-03T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-01-16T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-10-24T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-10-03T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-11-28T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-11-13T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-06-19T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-11-07T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-10-31T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-02-06T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-12-05T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-10-03T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-08-08T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-06-12T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-07-24T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-10-10T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-10-10T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-04-10T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-06-19T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-11-14T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-11-20T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-11-07T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-10-02T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-01-30T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-03-06T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-03-13T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-05-01T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-01-02T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-12-19T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-08-22T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-01-02T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-08-14T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-09-18T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-10-30T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-11-21T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2026-08-01T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-11-13T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,355893,Exzone(M) c/o Premium Ind.,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
00030,        SNG4,        SNG4,SNG4,U2022,U2022,U2022,U2022,U2022-PL,U2022-PL,HYDROSIZE U2022,,2027-09-11T00:00:00,Rohan Aranjo,SB,Sales Plan - Amount,,N,1,FC,0.0,0.0,0.0,1.0,0.4536,LB,348391,Premium Multi Industries - Malaysia,Premium Industries Resources - Singapore,Norman Seung,2026-08-19T00:00:00
