Branch,GlobalBulk,Bulk,Item2nd,StockType,MPF,LeadTimeLevel,LeadTimeMFG,PlanningCode,PTF,SafetyStock,SafetyStockSAFE,ShelfLife,SupplierNum,SupplierName,PlannerNum,PlannerName,Planner,BuyerNum,BuyerName,ActiveFlag,Partition,SRC01,SRC01Desc,SRC03,SRC03Desc,SRC04,SRC04Desc,StockTypeDesc,MPFDesc
        CIN2,MDU20,MDU20,MDU20-PL,O,TOL,1,44,1,10,,,365,0,,335951,Lance Murphy,Other,0,,N,1,URE,Polyurethanes,A7G,MDU20,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,MDU20,MDU20,MDU20-OP,O,TOL,1,44,1,10,,,365,0,,335951,Lance Murphy,Other,0,,N,1,URE,Polyurethanes,A7G,MDU20,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,U204,U204,U204-T2,O,TOL,1,43,1,70,,,365,0,,324287,Brent Harris,Other,0,,N,1,URE,Polyurethanes,S57,U204,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,MDU4075B,MDU4075B.E,MDU4075B.E,O,TOL,1,10,1,10,,,365,0,,335951,Lance Murphy,Other,0,,N,1,MDU,Michem Disp. Urethane,C5M,MDU4075B,E,Experimental,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,APT11,APT11,APT11,O,TOL,1,50,1,20,,,365,0,,335951,Lance Murphy,Other,0,,N,1,PUD,Polyurethane Dispersion,C7C,APT11,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,APT11,APT11,APT11-FD,O,TOL,1,50,1,20,,,365,0,,335951,Lance Murphy,Other,0,,N,1,PUD,Polyurethane Dispersion,C7C,APT11,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SING,U2022,U2022,U2022-PL,S,TOL,1,115,1,21,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,URE,Polyurethanes,I94,U2022,C,Commercial,Stock End-Item,Toll Manufacturing
        CINC,U204,U204,U204-PL,2,TOL,1,30,1,10,,,365,0,,302796,Dave Howe,Other,0,,Y,1,URE,Polyurethanes,S57,U204,C,Commercial,Transition to S,Toll Manufacturing
        CINC,U502,U502,U502-PL,2,TOL,1,42,1,10,,,365,0,,302796,Dave Howe,Other,0,,Y,1,URE,Polyurethanes,S85,U502,C,Commercial,Transition to S,Toll Manufacturing
        CINC,APT11,APT11,APT11,O,TOL,1,6,1,10,,,365,0,,302796,Dave Howe,Other,0,,N,1,PUD,Polyurethane Dispersion,C7C,APT11,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,HP1632,HP1632,HP1632,D,TOL,1,88,1,10,,,730,0,,328907,James Massie,Other,328907,"Massie, James",Y,1,PIM,Polyimides,921,HP1632,C,Commercial,Distributed Item,Toll Manufacturing
        CINC,U601,U601,U601-PL,2,TOL,1,30,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",Y,1,URE,Polyurethanes,I96,U601,C,Commercial,Transition to S,Toll Manufacturing
        CINC,MDU4075,MDU4075.E,MDU4075.E-PL,O,TOL,1,6,1,10,,,365,0,,333530,Kyle Davis,Other,333530,"Davis, Kyle",N,1,PUD,Polyurethane Dispersion,,Blank - Sales Rpt Code 3 41/S3,OB,Obsolete,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SING,HP1632,HP1632,HP1632,O,TOL,1,18,1,14,,,730,0,,333572,Vernon Lee,Other,335738,"Sim, Helen",N,1,PIM,Polyimides,921,HP1632,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SNG4,HP1632,HP1632,HP1632,O,TOL,1,18,1,14,,,730,0,,333572,Vernon Lee,Other,335738,"Sim, Helen",N,1,PIM,Polyimides,921,HP1632,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,MDU4075,MDU4075.E,MDU4075.E-PL,O,TOL,1,6,2,10,,,365,0,,333530,Kyle Davis,Other,333530,"Davis, Kyle",N,1,PUD,Polyurethane Dispersion,,Blank - Sales Rpt Code 3 41/S3,OB,Obsolete,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        ORTC,HP1632,HP1632,HP1632-T2,O,TOL,1,4,2,30,,,730,0,,328907,James Massie,Other,328907,"Massie, James",N,1,PIM,Polyimides,921,HP1632,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,U101,U101,U101-PL,2,TOL,1,42,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",Y,1,URE,Polyurethanes,I87,U101,C,Commercial,Transition to S,Toll Manufacturing
        CINC,U201,U201,U201-PL,2,TOL,1,42,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",Y,1,URE,Polyurethanes,I92,U201,C,Commercial,Transition to S,Toll Manufacturing
        CINC,U501,U501,U501-PL,2,TOL,1,11,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",Y,1,URE,Polyurethanes,I95,U501,C,Commercial,Transition to S,Toll Manufacturing
        CINC,U2022,U2022,U2022-PL,2,TOL,1,42,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",Y,1,URE,Polyurethanes,I94,U2022,C,Commercial,Transition to S,Toll Manufacturing
        CIN2,WD40,WD40,WD40,O,TOL,1,33,2,56,,,730,0,,324287,Brent Harris,Other,324287,"Harris, Brent",N,1,SSS,Solventborne Products,J85,WD40,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,U101,U101,U101-T2,O,TOL,1,56,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,I87,U101,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,U502,U502,U502,P,TOL,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,20345,"Meyers, Jill",Y,1,URE,Polyurethanes,S85,U502,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        CIN2,U501B,U501B,U501B,M,TOL,1,43,2,70,,,365,0,,324287,Brent Harris,Other,300328,"Lye, May Leng (Josephine)",Y,1,URE,Polyurethanes,C7K,U501B,C,Commercial,Mfg. Assembly or Sub-Assembly,Toll Manufacturing
        CINC,U101,U101,U101,1,TOL,1,42,2,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",Y,1,URE,Polyurethanes,I87,U101,C,Commercial,Transition to M,Toll Manufacturing
        CINC,U501,U501,U501,S,TOL,1,6,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",Y,1,URE,Polyurethanes,I95,U501,C,Commercial,Stock End-Item,Toll Manufacturing
        CINC,U601,U601,U601,1,TOL,1,6,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",Y,1,URE,Polyurethanes,I96,U601,C,Commercial,Transition to M,Toll Manufacturing
        CINC,U101,U101,U101-T2,O,TOL,1,30,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,I87,U101,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,U101,U101,U101-KP,O,TOL,1,30,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,I87,U101,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,U501,U501,U501-T2,O,TOL,1,30,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,I95,U501,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,U502,U502,U502,P,TOL,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,20345,"Meyers, Jill",Y,1,URE,Polyurethanes,S85,U502,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        CINC,U204,U204,U204,1,TOL,1,1,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",Y,1,URE,Polyurethanes,S57,U204,C,Commercial,Transition to M,Toll Manufacturing
        CINC,MD4021,MD4021,MD4021,O,TOL,1,8,1,10,,,365,0,,324287,Brent Harris,Other,337883,"Keevan, Joseph",N,1,PST,Paste Wax,C8T,MD4021,CP,Commercial Proprietary,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,U501B,U501B,U501B,1,TOL,1,43,2,70,,,365,0,,324287,Brent Harris,Other,300328,"Lye, May Leng (Josephine)",Y,1,URE,Polyurethanes,C7K,U501B,C,Commercial,Transition to M,Toll Manufacturing
        ORTC,MDU20,MDU20,MDU20,O,TOL,1,1,1,4,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,A7G,MDU20,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        ORTC,U204,U204,U204-T2,O,TOL,1,30,1,4,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,S57,U204,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SING,U501,U501,U501,O,TOL,1,18,2,14,,,365,0,,333572,Vernon Lee,Other,335738,"Sim, Helen",N,1,URE,Polyurethanes,I95,U501,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SING,U601,U601,U601,O,TOL,1,18,2,14,,,365,0,,333572,Vernon Lee,Other,335738,"Sim, Helen",N,1,URE,Polyurethanes,I96,U601,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SING,HP1632,HP1632,HP1632-OP,O,TOL,1,18,2,14,,,730,0,,333572,Vernon Lee,Other,335738,"Sim, Helen",N,1,PIM,Polyimides,921,HP1632,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SING,U501,U501,U501-OP,O,TOL,1,18,2,14,,,365,0,,333572,Vernon Lee,Other,335738,"Sim, Helen",N,1,URE,Polyurethanes,I95,U501,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SNG4,U501,U501,U501,O,TOL,1,18,2,14,,,365,0,,333572,Vernon Lee,Other,335738,"Sim, Helen",N,1,URE,Polyurethanes,I95,U501,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SNG4,U601,U601,U601,O,TOL,1,18,2,14,,,365,0,,333572,Vernon Lee,Other,335738,"Sim, Helen",N,1,URE,Polyurethanes,I96,U601,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SNG4,HP1632,HP1632,HP1632-OP,O,TOL,1,18,2,14,,,730,0,,333572,Vernon Lee,Other,335738,"Sim, Helen",N,1,PIM,Polyimides,921,HP1632,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SNG4,U501,U501,U501-OP,O,TOL,1,18,2,14,,,365,0,,333572,Vernon Lee,Other,335738,"Sim, Helen",N,1,URE,Polyurethanes,I95,U501,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        USCM,MDU20,MDU20,MDU20,X,TOL,1,1,1,4,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,A7G,MDU20,C,Commercial,Outside Processing,Toll Manufacturing
        ORTC,U501B,U501B,U501B,O,TOL,1,44,2,10,,,365,0,,324287,Brent Harris,Other,337883,"Keevan, Joseph",N,1,URE,Polyurethanes,C7K,U501B,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        USCM,U501B,U501B,U501B,X,TOL,1,44,2,10,,,365,0,,324287,Brent Harris,Other,300328,"Lye, May Leng (Josephine)",N,1,URE,Polyurethanes,C7K,U501B,C,Commercial,Outside Processing,Toll Manufacturing
