Branch,GlobalBulk,Bulk,Item2nd,StockType,MPF,LeadTimeLevel,LeadTimeMFG,PlanningCode,PTF,SafetyStock,SafetyStockSAFE,ShelfLife,SupplierNum,SupplierName,PlannerNum,PlannerName,Planner,BuyerNum,BuyerName,ActiveFlag,Partition,SRC01,SRC01Desc,SRC03,SRC03Desc,SRC04,SRC04Desc,StockTypeDesc,MPFDesc
        AUB2,U802,U802.E,U802.E-TO,P,TOL,60,55,1,90,,,365,327516,ERCA Advanced Polymer Solutions SRL,291244,Joël Bertrand,Other,317713,"Hays, Isabelle",Y,1,URE,Polyurethanes,BMU,U802.E,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        AUBA,U601,U601,U601-OP,P,TOL,196,150,1,180,,,365,45235,MICHELMAN INC.,340941,Lise Jacquet,Other,317713,"Hays, Isabelle",Y,1,URE,Polyurethanes,I96,U601,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        AUBA,U502,U502.E,U502.E-TO,P,TOL,77,10,1,15,,,365,327516,ERCA Advanced Polymer Solutions SRL,340941,Lise Jacquet,Other,317713,"Hays, Isabelle",Y,1,URE,Polyurethanes,BMS,U502.E,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        AUBA,U802,U802.E,U802.E,P,TOL,60,55,1,90,,,365,301843,BIP (Oldbury) Limited,340941,Lise Jacquet,Other,317713,"Hays, Isabelle",Y,1,URE,Polyurethanes,BMU,U802.E,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        AUBA,U802,U802.E,U802.E-TO,P,TOL,60,55,1,90,,,365,327516,ERCA Advanced Polymer Solutions SRL,291244,Joël Bertrand,Other,317713,"Hays, Isabelle",Y,1,URE,Polyurethanes,BMU,U802.E,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        AUBA,MDU2012B,MDU2012B.E,MDU2012B.E,P,TOL,75,7,1,15,,,365,324808,Cromogenia,291266,Laurent Desjardin,Other,317713,"Hays, Isabelle",Y,1,MDU,Michem Disp. Urethane,CB6,MDU2012B,E,Experimental,Purchased inc. Raw Material,Toll Manufacturing
        AUBA,MDU2012B,MDU2012B.E,MDU2012B.E-TO,P,TOL,75,7,1,15,,,365,324808,Cromogenia,291244,Joël Bertrand,Other,317713,"Hays, Isabelle",Y,1,MDU,Michem Disp. Urethane,CB6,MDU2012B,E,Experimental,Purchased inc. Raw Material,Toll Manufacturing
        SHAN,U601,U601,U601-PL,P,TOL,111,86,1,30,,,365,306961,"Michelman, Inc.",309690,Jollene Li,Other,329143,"Min,Jialing (Emily )",Y,1,URE,Polyurethanes,I96,U601,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        SING,U601,U601,U601-PL,P,TOL,90,18,1,14,,,365,292450,"Michelman, Inc.",316375,Bhavesh Shukla,Other,335738,"Sim, Helen",Y,1,URE,Polyurethanes,I96,U601,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        SNG4,U601,U601,U601-PL,O,TOL,90,18,1,14,,,365,292450,"Michelman, Inc.",333572,Vernon Lee,Other,335738,"Sim, Helen",N,1,URE,Polyurethanes,I96,U601,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,U2022,U2022,U2022-OP,P,TOL,56,42,1,70,,,365,292788,Ortec Inc.,324287,Brent Harris,Other,20345,"Meyers, Jill",Y,1,URE,Polyurethanes,I94,U2022,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        CIN2,161017CX,161017CX,161017CX-FD,O,TOL,12,14,1,10,,,365,0,,324287,Brent Harris,Other,337883,"Keevan, Joseph",N,1,SPF,Specialty Formulations,B9F,161017CX,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,MDU4075B,MDU4075B.E,MDU4075B.E-TO,O,TOL,146,105,1,10,,,365,24886,"Michelman  Interl. - (FG) - Aubange, BE",335951,Lance Murphy,Other,300328,"Lye, May Leng (Josephine)",N,1,MDU,Michem Disp. Urethane,C5M,MDU4075B,E,Experimental,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,U101,U101,U101-OP,P,TOL,70,84,1,28,,,365,296239,"Ortec, Inc - Easley, US",324287,Brent Harris,Other,337883,"Keevan, Joseph",Y,1,URE,Polyurethanes,I87,U101,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        CINC,U201,U201,U201-OP,2,TOL,42,42,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",Y,1,URE,Polyurethanes,I92,U201,C,Commercial,Transition to S,Toll Manufacturing
        CINC,U501,U501,U501-OP,P,TOL,30,42,1,10,,,365,292788,Ortec Inc.,324287,Brent Harris,Other,337883,"Keevan, Joseph",Y,1,URE,Polyurethanes,I95,U501,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        CINC,U1001,U1001,U1001-OP,O,TOL,42,30,1,15,,,365,0,,328907,James Massie,Other,319235,"Webber, Ashley",N,1,URE,Polyurethanes,I86,U1001,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,U2022,U2022,U2022-OP,P,TOL,56,70,1,30,,,365,292788,Ortec Inc.,324287,Brent Harris,Other,20345,"Meyers, Jill",Y,1,URE,Polyurethanes,I94,U2022,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        CINC,U502,U502,U502-OP,P,TOL,42,42,1,10,,,365,0,,328907,James Massie,Other,328907,"Massie, James",Y,1,URE,Polyurethanes,S85,U502,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        CINC,U204,U204,U204-OP,2,TOL,42,42,1,10,,,365,292788,Ortec Inc.,324287,Brent Harris,Other,337883,"Keevan, Joseph",Y,1,URE,Polyurethanes,S57,U204,C,Commercial,Transition to S,Toll Manufacturing
        CINC,161017CX,161017CX,161017CX-FD,O,TOL,12,14,1,10,,,365,0,,328907,James Massie,Other,333530,"Davis, Kyle",N,1,SPF,Specialty Formulations,B9F,161017CX,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,MW40514,MW40514,MW40514-C2,O,TOL,60,6,1,10,,,365,328211,"BPI Packaging, LLC",324287,Brent Harris,Other,300328,"Lye, May Leng (Josephine)",N,1,PST,Paste Wax,CAY,MW40514,CP,Commercial Proprietary,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        ORTC,U2022,U2022,U2022-OP,O,TOL,30,42,1,4,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,I94,U2022,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        ORTC,MDU20,MDU20,MDU20-T2,O,TOL,30,42,1,8,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,A7G,MDU20,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        ORTC,U470,U470,U470-OP,O,TOL,42,42,1,8,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,PUD,Polyurethane Dispersion,BPA,U470,D,Developmental,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SHAN,U204,U204,U204-OP,P,TOL,109,84,1,10,,,365,292788,Ortec Inc.,309690,Jollene Li,Other,329143,"Min,Jialing (Emily )",Y,1,URE,Polyurethanes,S57,U204,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        SHAN,U501B,U501B,U501B-OP,O,TOL,30,44,1,10,,,365,292788,Ortec Inc.,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,C7K,U501B,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SING,U501,U501,U501-PL,P,TOL,135,18,1,14,,,365,292450,"Michelman, Inc.",316375,Bhavesh Shukla,Other,335738,"Sim, Helen",Y,1,URE,Polyurethanes,I95,U501,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        SING,U204,U204,U204-PL,P,TOL,100,50,1,20,,,365,292450,"Michelman, Inc.",335951,Lance Murphy,Other,335738,"Sim, Helen",Y,1,URE,Polyurethanes,S57,U204,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        SNG4,U501,U501,U501-PL,O,TOL,135,18,1,14,,,365,292450,"Michelman, Inc.",333572,Vernon Lee,Other,335738,"Sim, Helen",N,1,URE,Polyurethanes,I95,U501,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        USCM,U2022,U2022,U2022-OP,X,TOL,30,42,1,4,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,I94,U2022,C,Commercial,Outside Processing,Toll Manufacturing
        USCM,U470,U470,U470-OP,X,TOL,42,42,1,8,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,PUD,Polyurethane Dispersion,BPA,U470,D,Developmental,Outside Processing,Toll Manufacturing
        AUB2,MDU4075B,MDU4075B.E,MDU4075B.E-LP,P,TOL,75,7,1,15,,,365,324808,Cromogenia,291244,Joël Bertrand,Other,317713,"Hays, Isabelle",Y,1,MDU,Michem Disp. Urethane,C5M,MDU4075B,E,Experimental,Purchased inc. Raw Material,Toll Manufacturing
        AUBA,U2022,U2022,U2022-PL,O,TOL,90,75,1,105,,,365,45235,MICHELMAN INC.,340941,Lise Jacquet,Other,317713,"Hays, Isabelle",N,1,URE,Polyurethanes,I94,U2022,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        AUBA,MDU4075B,MDU4075B.E,MDU4075B.E,P,TOL,75,7,1,15,,,365,324808,Cromogenia,291266,Laurent Desjardin,Other,317713,"Hays, Isabelle",Y,1,MDU,Michem Disp. Urethane,C5M,MDU4075B,E,Experimental,Purchased inc. Raw Material,Toll Manufacturing
        AUBA,MDU4075B,MDU4075B.E,MDU4075B.E-TO,P,TOL,75,7,1,15,,,365,324808,Cromogenia,291244,Joël Bertrand,Other,317713,"Hays, Isabelle",Y,1,MDU,Michem Disp. Urethane,C5M,MDU4075B,E,Experimental,Purchased inc. Raw Material,Toll Manufacturing
        AUBA,MDU4075B,MDU4075B.E,MDU4075B.E-LP,P,TOL,75,7,1,15,,,365,324808,Cromogenia,291244,Joël Bertrand,Other,317713,"Hays, Isabelle",Y,1,MDU,Michem Disp. Urethane,C5M,MDU4075B,E,Experimental,Purchased inc. Raw Material,Toll Manufacturing
        SHAN,U470,U470,U470-OP,P,TOL,116,89,1,8,,,365,306961,"Michelman, Inc.",309690,Jollene Li,Other,329143,"Min,Jialing (Emily )",Y,1,PUD,Polyurethane Dispersion,BPA,U470,D,Developmental,Purchased inc. Raw Material,Toll Manufacturing
        SING,U2022,U2022,U2022,P,TOL,115,1,1,21,,,365,292450,"Michelman, Inc.",335951,Lance Murphy,Other,335738,"Sim, Helen",Y,1,URE,Polyurethanes,I94,U2022,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        SNG4,U2022,U2022,U2022,P,TOL,115,1,1,21,,,365,292450,"Michelman, Inc.",335951,Lance Murphy,Other,335738,"Sim, Helen",Y,1,URE,Polyurethanes,I94,U2022,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        ORTC,U601,U601,U601-KP,O,TOL,42,42,1,8,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,I96,U601,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        SNG4,U2022,U2022,U2022-PL,D,TOL,1,115,1,21,,,365,26227,Singapore Manufacturing,335951,Lance Murphy,Other,0,,Y,1,URE,Polyurethanes,I94,U2022,C,Commercial,Distributed Item,Toll Manufacturing
        USCM,APT11,APT11,APT11,O,TOL,1,6,1,10,,,365,292788,Ortec Inc.,324287,Brent Harris,Other,0,,N,1,PUD,Polyurethane Dispersion,C7C,APT11,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,171143PX,171143PX,171143PX-T2,O,TOL,1,180,2,15,,,180,328143,Coatings & Adhesives Corporation,324287,Brent Harris,Other,333530,"Davis, Kyle",N,1,PAE,Pure Acrylic Emulsion,BWF,171143PX,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,APT10,APT10,APT10,O,TOL,1,60,2,60,,,365,292788,Ortec Inc.,324287,Brent Harris,Other,300328,"Lye, May Leng (Josephine)",N,1,PUD,Polyurethane Dispersion,BYD,APT10,CP,Commercial Proprietary,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,171143PX,171143PX,171143PX-T2,O,TOL,1,6,2,15,,,180,328143,Coatings & Adhesives Corporation,328907,James Massie,Other,319235,"Webber, Ashley",N,1,PAE,Pure Acrylic Emulsion,BWF,171143PX,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        INCH,WD40,WD40,WD40-UN,O,FEC,1,16,1,15,,,730,324847,Inchem Branch Plant,328907,James Massie,Other,328907,"Massie, James",N,1,SSS,Solventborne Products,J85,WD40,C,Commercial,"Obsolete (To Order, Call MKT)",Finished Good made in EC
        CIN2,U501,U501,U501-T2,O,TOL,1,44,1,10,,,365,292788,Ortec Inc.,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,I95,U501,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,161017CX,161017CX,161017CX-OP,O,TOL,1,6,2,30,,,365,324962,Ascent Industries Co.,324287,Brent Harris,Other,337883,"Keevan, Joseph",N,1,SPF,Specialty Formulations,B9F,161017CX,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,161017CX,161017CX,161017CX-OP,O,TOL,1,6,1,30,,,365,324962,Ascent Industries Co.,324287,Brent Harris,Other,337883,"Keevan, Joseph",N,1,SPF,Specialty Formulations,B9F,161017CX,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN3,U2022,U2022,U2022-OP,O,TOL,1,42,2,8,,,365,292788,Ortec Inc.,20440,Roger Niehaus,Eric,20345,"Meyers, Jill",N,1,URE,Polyurethanes,I94,U2022,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN4,U2022,U2022,U2022-OP,O,TOL,1,42,2,365,,,365,292788,Ortec Inc.,20440,Roger Niehaus,Eric,20345,"Meyers, Jill",N,1,URE,Polyurethanes,I94,U2022,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,FERSUL7W,FERSUL7W,FERSUL7W,O,TOL,1,187,1,10,,,180,326444,Essential Polymers,324287,Brent Harris,Other,337883,"Keevan, Joseph",N,1,,Blank -Sales Rpt Code 1 41/S1,,Blank - Sales Rpt Code 3 41/S3,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        USCM,FERSUL7W,FERSUL7W,FERSUL7W,X,TOL,1,187,1,10,,,180,326444,Essential Polymers,324287,Brent Harris,Other,300328,"Lye, May Leng (Josephine)",N,1,,Blank -Sales Rpt Code 1 41/S1,,Blank - Sales Rpt Code 3 41/S3,X,Discontinued,Outside Processing,Toll Manufacturing
        CIN2,U1001,U1001,U1001-KN,O,ETP,1,30,1,15,,,365,0,,20445,Steve Laurence,Alex,0,,N,1,URE,Polyurethanes,I86,U1001,X,Discontinued,"Obsolete (To Order, Call MKT)",ETP
        CINC,U1001,U1001,U1001,O,ETP,1,6,1,15,,,365,0,,302796,Dave Howe,Other,0,,N,1,URE,Polyurethanes,I86,U1001,X,Discontinued,"Obsolete (To Order, Call MKT)",ETP
        SHAN,U502,U502,U502-PL,P,FEC,1,4,1,8,,,365,0,,20445,Steve Laurence,Alex,0,,Y,1,URE,Polyurethanes,S85,U502,C,Commercial,Purchased inc. Raw Material,Finished Good made in EC
        CIN2,U1001,U1001,U1001-PL,O,ETP,1,4,1,15,,,365,0,,20445,Steve Laurence,Alex,0,,N,1,URE,Polyurethanes,I86,U1001,X,Discontinued,"Obsolete (To Order, Call MKT)",ETP
        CINC,U1001,U1001,U1001-PL,O,ETP,1,4,1,15,,,365,0,,302796,Dave Howe,Other,0,,N,1,URE,Polyurethanes,I86,U1001,X,Discontinued,"Obsolete (To Order, Call MKT)",ETP
        CINC,U701,U701,U701,1,ETP,1,6,1,15,,,365,0,,302796,Dave Howe,Other,0,,Y,1,URE,Polyurethanes,I97,U701,C,Commercial,Transition to M,ETP
        CINC,U701,U701,U701-PL,D,ETP,1,6,1,15,,,365,0,,302796,Dave Howe,Other,0,,Y,1,URE,Polyurethanes,I97,U701,C,Commercial,Distributed Item,ETP
        CIN2,U201,U201,U201,M,FCB,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,URE,Polyurethanes,I92,U201,C,Commercial,Mfg. Assembly or Sub-Assembly,Finished Good Cold Blend
        CIN2,161017CX,161017CX,161017CX-PL,O,FEC,1,74,1,10,,,365,0,,302796,Dave Howe,Other,0,,N,1,SPF,Specialty Formulations,B9F,161017CX,D,Developmental,"Obsolete (To Order, Call MKT)",Finished Good made in EC
        CINC,161017CX,161017CX,161017CX-PL,O,FEC,1,74,1,10,,,365,0,,302796,Dave Howe,Other,0,,N,1,SPF,Specialty Formulations,B9F,161017CX,D,Developmental,"Obsolete (To Order, Call MKT)",Finished Good made in EC
        ORTC,U701,U701,U701,O,FEC,1,56,1,15,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,I97,U701,C,Commercial,"Obsolete (To Order, Call MKT)",Finished Good made in EC
        USCM,U701,U701,U701,X,FEC,1,56,1,15,,,365,0,,328907,James Massie,Other,328907,"Massie, James",N,1,URE,Polyurethanes,I97,U701,C,Commercial,Outside Processing,Finished Good made in EC
        CINC,MD4023,MD4023,MD4023,O,FEC,1,6,1,10,,,365,0,,324287,Brent Harris,Other,337883,"Keevan, Joseph",N,1,PST,Paste Wax,BTP,MD4023,CP,Commercial Proprietary,"Obsolete (To Order, Call MKT)",Finished Good made in EC
        CIN2,HP1432AT,HP1432AT,HP1432AT,M,TOL,1,93,1,140,,,540,0,,335951,Lance Murphy,Other,0,,Y,1,PIM,Polyimides,A1Q,HP1432AT,C,Commercial,Mfg. Assembly or Sub-Assembly,Toll Manufacturing
        AUB2,171143PX,171143PX,171143PX-OP,O,TOL,1,6,2,30,,,180,0,,328907,James Massie,Other,0,,N,1,PAE,Pure Acrylic Emulsion,BWF,171143PX,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        AUBA,171143PX,171143PX,171143PX-OP,O,TOL,1,6,2,30,,,180,0,,328907,James Massie,Other,0,,N,1,PAE,Pure Acrylic Emulsion,BWF,171143PX,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,U1001,U1001,U1001,O,TOL,1,180,1,10,,,365,0,,335951,Lance Murphy,Other,0,,N,1,URE,Polyurethanes,I86,U1001,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,171143PX,171143PX,171143PX-OP,O,TOL,1,6,2,15,,,180,0,,20445,Steve Laurence,Alex,0,,N,1,PAE,Pure Acrylic Emulsion,BWF,171143PX,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,U2022,U2022,U2022,1,TOL,1,43,1,60,,,365,0,,302796,Dave Howe,Other,0,,Y,1,URE,Polyurethanes,I94,U2022,C,Commercial,Transition to M,Toll Manufacturing
        CINC,HP1432AT,HP1432AT,HP1432AT,1,TOL,1,88,1,10,,,540,0,,302796,Dave Howe,Other,0,,Y,1,PIM,Polyimides,A1Q,HP1432AT,C,Commercial,Transition to M,Toll Manufacturing
        CINC,MD4020,MD4020,MD4020,O,TOL,1,6,1,10,,,730,0,,328907,James Massie,Other,0,,N,1,PST,Paste Wax,C8S,MD4020,CP,Commercial Proprietary,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,171143PX,171143PX,171143PX-OP,O,TOL,1,6,2,15,,,180,0,,20445,Steve Laurence,Alex,0,,N,1,PAE,Pure Acrylic Emulsion,BWF,171143PX,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,APT11,APT11,APT11-FD,O,TOL,1,6,1,30,,,365,0,,302796,Dave Howe,Other,0,,N,1,PUD,Polyurethane Dispersion,C7C,APT11,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,HP1632,HP1632,HP1632,M,TOL,1,113,1,126,,,730,0,,335951,Lance Murphy,Other,0,,Y,1,PIM,Polyimides,921,HP1632,C,Commercial,Mfg. Assembly or Sub-Assembly,Toll Manufacturing
        EUCM,U802,U802.E,U802.E,X,TOL,1,10,1,8,,,365,0,,0,,Other,0,,N,1,URE,Polyurethanes,BMU,U802.E,C,Commercial,Outside Processing,Toll Manufacturing
        AUBA,MDU440B,MDU440B.E,MDU440B.E,O,TOL,1,65,1,180,,,365,0,,291266,Laurent Desjardin,Other,0,,N,1,MDU,Michem Disp. Urethane,,Blank - Sales Rpt Code 3 41/S3,IN,Inactive,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        AUB2,171228PX,171228PX.E,171228PX.E-TO,O,TOL,1,10,1,8,,,365,0,,301526,Rose-Anne Body,Other,0,,N,1,MIS,Miscellaneous,,Blank - Sales Rpt Code 3 41/S3,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        AUB2,171228PX,171228PX.E,171228PX.E-LP,O,TOL,1,30,1,8,,,365,0,,301526,Rose-Anne Body,Other,0,,N,1,MIS,Miscellaneous,,Blank - Sales Rpt Code 3 41/S3,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        AUBA,171228PX,171228PX.E,171228PX.E-TO,O,TOL,1,10,1,8,,,365,0,,301526,Rose-Anne Body,Other,0,,N,1,MIS,Miscellaneous,,Blank - Sales Rpt Code 3 41/S3,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        AUBA,171228PX,171228PX.E,171228PX.E-LP,O,TOL,1,30,1,8,,,365,0,,301526,Rose-Anne Body,Other,0,,N,1,MIS,Miscellaneous,,Blank - Sales Rpt Code 3 41/S3,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        AUBA,171228PX,171228PX.E,171228PX.E-PL,O,TOL,1,10,1,8,,,365,0,,291266,Laurent Desjardin,Other,0,,N,1,MIS,Miscellaneous,,Blank - Sales Rpt Code 3 41/S3,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,U470,U470,U470,M,TOL,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,PUD,Polyurethane Dispersion,BPA,U470,D,Developmental,Mfg. Assembly or Sub-Assembly,Toll Manufacturing
        CINC,U470,U470,U470,1,TOL,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,PUD,Polyurethane Dispersion,BPA,U470,D,Developmental,Transition to M,Toll Manufacturing
        AUBA,U701,U701,U701,O,TOL,1,45,1,70,,,365,0,,340941,Lise Jacquet,Other,0,,N,1,URE,Polyurethanes,I97,U701,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,U601,U601,U601,M,TOL,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,URE,Polyurethanes,I96,U601,C,Commercial,Mfg. Assembly or Sub-Assembly,Toll Manufacturing
        CIN2,U701,U701,U701,M,TOL,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,URE,Polyurethanes,I97,U701,C,Commercial,Mfg. Assembly or Sub-Assembly,Toll Manufacturing
        CIN2,U101,U101,U101-KP,O,TOL,1,56,1,10,,,365,0,,335951,Lance Murphy,Other,0,,N,1,URE,Polyurethanes,I87,U101,C,Commercial,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,U204,U204,U204,M,TOL,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,URE,Polyurethanes,S57,U204,C,Commercial,Mfg. Assembly or Sub-Assembly,Toll Manufacturing
        CIN2,MDU20,MDU20,MDU20,M,TOL,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,URE,Polyurethanes,A7G,MDU20,C,Commercial,Mfg. Assembly or Sub-Assembly,Toll Manufacturing
        CINC,U201,U201,U201,1,TOL,1,42,2,10,,,365,0,,302796,Dave Howe,Other,0,,Y,1,URE,Polyurethanes,I92,U201,C,Commercial,Transition to M,Toll Manufacturing
        CINC,MDU20,MDU20,MDU20,1,TOL,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,URE,Polyurethanes,A7G,MDU20,C,Commercial,Transition to M,Toll Manufacturing
        AUBA,191245PX,191245PX,191245PX,O,TOL,1,75,1,15,,,545,0,,335951,Lance Murphy,Other,0,,N,1,HPI,HP Indigo,BXM,191245PX,E,Experimental,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,191245PX,191245PX,191245PX,M,TOL,1,75,1,112,,,545,0,,335951,Lance Murphy,Other,0,,Y,1,HPI,HP Indigo,BXM,191245PX,E,Experimental,Mfg. Assembly or Sub-Assembly,Toll Manufacturing
        CINC,191245PX,191245PX,191245PX,1,TOL,1,75,1,15,,,545,0,,335951,Lance Murphy,Other,0,,Y,1,HPI,HP Indigo,BXM,191245PX,E,Experimental,Transition to M,Toll Manufacturing
        CIN2,MDU2012,MDU2012.E,MDU2012.E-OP,O,TOL,1,45,1,15,,,365,0,,20445,Steve Laurence,Alex,0,,N,1,HAU,Hybrid AcrylicUrethane Disper,,Blank - Sales Rpt Code 3 41/S3,OB,Obsolete,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,MDU4075B,MDU4075B.E,MDU4075B.E-OP,O,TOL,1,10,1,10,,,365,0,,335951,Lance Murphy,Other,0,,N,1,MDU,Michem Disp. Urethane,C5M,MDU4075B,E,Experimental,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,MDU4075,MDU4075.E,MDU4075.E-OP,O,TOL,1,45,1,10,,,365,0,,328907,James Massie,Other,0,,N,1,PUD,Polyurethane Dispersion,,Blank - Sales Rpt Code 3 41/S3,OB,Obsolete,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CINC,U701,U701,U701-OP,P,TOL,1,42,1,15,,,365,0,,302796,Dave Howe,Other,0,,Y,1,URE,Polyurethanes,I97,U701,C,Commercial,Purchased inc. Raw Material,Toll Manufacturing
        CINC,U470,U470,U470-PL,O,TOL,1,4,2,10,,,365,0,,302796,Dave Howe,Other,0,,N,1,PUD,Polyurethane Dispersion,BPA,U470,E,Experimental,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,U101,U101,U101,M,TOL,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,URE,Polyurethanes,I87,U101,C,Commercial,Mfg. Assembly or Sub-Assembly,Toll Manufacturing
        CIN2,161190PX,161190PX,161190PX,P,TOL,1,23,2,14,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,,Blank -Sales Rpt Code 1 41/S1,C5L,161190PX,D,Developmental,Purchased inc. Raw Material,Toll Manufacturing
        CIN2,161017CX,161017CX,161017CX,O,TOL,1,20,1,10,,,365,0,,335951,Lance Murphy,Other,0,,N,1,SPF,Specialty Formulations,B9F,161017CX,X,Discontinued,"Obsolete (To Order, Call MKT)",Toll Manufacturing
        CIN2,U501,U501,U501,M,TOL,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,URE,Polyurethanes,I95,U501,C,Commercial,Mfg. Assembly or Sub-Assembly,Toll Manufacturing
        CIN2,U2022,U2022,U2022,M,TOL,1,43,1,70,,,365,0,,335951,Lance Murphy,Other,0,,Y,1,URE,Polyurethanes,I94,U2022,C,Commercial,Mfg. Assembly or Sub-Assembly,Toll Manufacturing
