WONum,WOType,StartDate,CompletedDate,WOStatus,ParentItem2nd,ParentBranch,ParentGlobalBulk,ParentBulk,ParentIBItem2nd,PLBranch,PLBusinessUnit,CompItem2nd,CompIBItem2nd,CompGlobalBulk,CompBulk,CompStockType,UOM,QtyOrdered,QtyShipped,QtyTransaction,PLCompletion,CompLineNum,CompType,LineType
491891,WO,2021-10-28T00:00:00,2021-10-29T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,9835.0,19783.0,9835.0,1900-01-01T00:00:00,0,,S
497505,WO,2022-01-18T00:00:00,2022-01-19T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,10701.0,19865.0,10701.0,1900-01-01T00:00:00,0,,S
500399,WO,2022-03-04T00:00:00,2022-03-07T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,12420.0,20249.0,12420.0,1900-01-01T00:00:00,0,,S
4503922,WO,2022-05-03T00:00:00,2022-05-04T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,3353.4,5792.0,3663.0,1900-01-01T00:00:00,0,,S
4504171,WO,2022-05-11T00:00:00,2022-05-12T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,8751.5,16552.0,8752.0,1900-01-01T00:00:00,0,,S
4507358,WO,2022-06-28T00:00:00,2022-06-29T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,11736.9,18698.0,11740.0,1900-01-01T00:00:00,0,,S
4508631,WO,2022-08-15T00:00:00,2022-08-16T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,21797.1,38769.0,24178.0,1900-01-01T00:00:00,0,,S
4513375,WO,2022-10-27T00:00:00,2022-10-21T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,9931.3,19194.0,10820.0,1900-01-01T00:00:00,0,,S
4514693,WO,2022-11-11T00:00:00,2022-11-14T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,7216.0,17168.0,7238.0,1900-01-01T00:00:00,0,,S
457915,WO,2020-06-03T00:00:00,2020-06-03T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,5680.0,20628.0,5680.0,1900-01-01T00:00:00,0,,S
460528,WO,2020-07-16T00:00:00,2020-07-17T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,5650.0,20150.0,5650.0,1900-01-01T00:00:00,0,,S
464804,WO,2020-09-30T00:00:00,2020-10-02T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,3990.0,19865.0,3990.0,1900-01-01T00:00:00,0,,S
464804,WO,2020-09-30T00:00:00,2020-10-02T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,30.0,19865.0,30.0,1900-01-01T00:00:00,0,,S
478622,WO,2021-04-28T00:00:00,2021-04-30T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,5400.0,20942.0,5400.0,1900-01-01T00:00:00,0,,S
480742,WO,2021-05-17T00:00:00,2021-05-18T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,1122.0,23035.0,2985.0,1900-01-01T00:00:00,0,,S
487563,WO,2021-08-20T00:00:00,2021-08-24T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,0.2016,22280.0,0.2016,1900-01-01T00:00:00,0,,S
488897,WO,2021-09-20T00:00:00,2021-09-24T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,965.0,30175.0,965.0,1900-01-01T00:00:00,0,,S
491891,WO,2021-10-28T00:00:00,2021-10-29T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,2585.0,19783.0,2585.0,1900-01-01T00:00:00,0,,S
497505,WO,2022-01-18T00:00:00,2022-01-19T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,1719.0,19865.0,1719.0,1900-01-01T00:00:00,0,,S
4504171,WO,2022-05-11T00:00:00,2022-05-12T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,1495.0,16552.0,1495.0,1900-01-01T00:00:00,0,,S
4513375,WO,2022-10-27T00:00:00,2022-10-21T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,191.0,19194.0,191.0,1900-01-01T00:00:00,0,,S
4514693,WO,2022-11-11T00:00:00,2022-11-14T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,2720.0,17168.0,2720.0,1900-01-01T00:00:00,0,,S
4515254,WO,2022-12-07T00:00:00,2022-12-06T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,10246.5,16751.0,10247.0,1900-01-01T00:00:00,0,,S
485979,WO,2021-07-26T00:00:00,2021-07-28T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,4655.0,15934.0,2171.0,1900-01-01T00:00:00,0,,S
4532402,WO,2023-10-24T00:00:00,2023-10-27T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,15060.0,70151.0,15060.0,1900-01-01T00:00:00,0,,S
4534930,WO,2024-01-03T00:00:00,2023-12-29T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,90.8,38585.0,91.0,1900-01-01T00:00:00,0,,S
4532970,WO,2023-11-02T00:00:00,2023-11-01T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,5437.4,21960.0,5440.0,1900-01-01T00:00:00,0,,S
4533734,WO,2023-11-17T00:00:00,2023-11-20T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,6810.0,69612.0,6810.0,1900-01-01T00:00:00,0,,S
4533734,WO,2023-11-17T00:00:00,2023-11-20T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,10550.0,69612.0,10550.0,1900-01-01T00:00:00,0,,S
4534930,WO,2024-01-03T00:00:00,2023-12-29T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,2530.0,38585.0,2530.0,1900-01-01T00:00:00,0,,S
4534930,WO,2024-01-03T00:00:00,2023-12-29T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,2104.0,38585.0,2104.0,1900-01-01T00:00:00,0,,S
4535561,WO,2024-01-03T00:00:00,2024-01-08T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,2405.0,69845.0,2405.0,1900-01-01T00:00:00,0,,S
4535561,WO,2024-01-03T00:00:00,2024-01-08T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,14955.0,69845.0,14955.0,1900-01-01T00:00:00,0,,S
4582039,WO,2026-06-09T00:00:00,2026-06-10T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,6820.0,40500.0,6821.0,1900-01-01T00:00:00,0,,S
4582451,WO,2026-06-18T00:00:00,2026-06-18T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4084.56,16500.0,4085.0,1900-01-01T00:00:00,0,,S
4574459,WO,2026-01-13T00:00:00,2026-01-16T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,69721.0,4600.0,1900-01-01T00:00:00,0,,S
4574459,WO,2026-01-13T00:00:00,2026-01-16T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,69721.0,4600.0,1900-01-01T00:00:00,0,,S
4574459,WO,2026-01-13T00:00:00,2026-01-16T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,69721.0,4600.0,1900-01-01T00:00:00,0,,S
4574459,WO,2026-01-13T00:00:00,2026-01-16T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,3560.0,69721.0,3560.0,1900-01-01T00:00:00,0,,S
4576282,WO,2026-02-17T00:00:00,2026-02-17T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4216.0,17030.0,4220.0,1900-01-01T00:00:00,0,,S
4576796,WO,2026-02-27T00:00:00,2026-02-28T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,5735.0,33877.0,5735.0,1900-01-01T00:00:00,0,,S
4576965,WO,2026-03-03T00:00:00,2026-03-03T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,3985.856,16140.0,3986.0,1900-01-01T00:00:00,0,,S
4577496,WO,2026-03-16T00:00:00,2026-03-20T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,6900.0,70049.0,6900.0,1900-01-01T00:00:00,0,,S
4577496,WO,2026-03-16T00:00:00,2026-03-20T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,70049.0,4600.0,1900-01-01T00:00:00,0,,S
4577496,WO,2026-03-16T00:00:00,2026-03-20T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,3560.0,70049.0,3560.0,1900-01-01T00:00:00,0,,S
4577968,WO,2026-03-18T00:00:00,2026-03-18T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,3985.856,16055.0,3986.0,1900-01-01T00:00:00,0,,S
4578953,WO,2026-04-09T00:00:00,2026-04-09T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,3985.856,16070.0,3986.0,1900-01-01T00:00:00,0,,S
4579302,WO,2026-04-13T00:00:00,2026-04-15T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4400.0,71371.0,4400.0,1900-01-01T00:00:00,0,,S
4579302,WO,2026-04-13T00:00:00,2026-04-15T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4400.0,71371.0,4400.0,1900-01-01T00:00:00,0,,S
4579302,WO,2026-04-13T00:00:00,2026-04-15T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4400.0,71371.0,4400.0,1900-01-01T00:00:00,0,,S
4579302,WO,2026-04-13T00:00:00,2026-04-15T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,522.0,71371.0,522.0,1900-01-01T00:00:00,0,,S
4579302,WO,2026-04-13T00:00:00,2026-04-15T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,3638.0,71371.0,3638.0,1900-01-01T00:00:00,0,,S
4580393,WO,2026-05-04T00:00:00,2026-05-04T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,3985.856,16045.0,3986.0,1900-01-01T00:00:00,0,,S
4581412,WO,2026-05-28T00:00:00,2026-06-02T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4410.0,70239.4,4410.0,1900-01-01T00:00:00,0,,S
4581412,WO,2026-05-28T00:00:00,2026-06-02T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4410.0,70239.4,4410.0,1900-01-01T00:00:00,0,,S
4581412,WO,2026-05-28T00:00:00,2026-06-02T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4410.0,70239.4,4410.0,1900-01-01T00:00:00,0,,S
4581412,WO,2026-05-28T00:00:00,2026-06-02T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,1376.0,70239.4,1376.0,1900-01-01T00:00:00,0,,S
4581412,WO,2026-05-28T00:00:00,2026-06-02T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,2754.0,70239.4,2754.0,1900-01-01T00:00:00,0,,S
4582039,WO,2026-06-09T00:00:00,2026-06-10T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,3224.0,40500.0,3224.0,1900-01-01T00:00:00,0,,S
4584538,WO,2026-07-30T00:00:00,2026-08-03T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,8266.0,42513.0,8267.0,1900-01-01T00:00:00,0,,S
4584538,WO,2026-07-30T00:00:00,2026-08-03T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,1778.0,42513.0,1778.0,1900-01-01T00:00:00,0,,S
4554940,WO,2025-01-14T00:00:00,2025-01-08T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,3340.0,23255.0,3340.0,1900-01-01T00:00:00,0,,S
4554940,WO,2025-01-14T00:00:00,2025-01-08T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,2097.152,23255.0,2100.0,1900-01-01T00:00:00,0,,S
4554992,WO,2025-01-10T00:00:00,2025-01-14T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,50.0,84208.0,50.0,1900-01-01T00:00:00,0,,S
4554992,WO,2025-01-10T00:00:00,2025-01-14T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,150.0,84208.0,150.0,1900-01-01T00:00:00,0,,S
4554992,WO,2025-01-10T00:00:00,2025-01-14T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,84208.0,4600.0,1900-01-01T00:00:00,0,,S
4554992,WO,2025-01-10T00:00:00,2025-01-14T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,180.0,84208.0,180.0,1900-01-01T00:00:00,0,,S
4557155,WO,2025-02-18T00:00:00,2025-02-24T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,70950.0,4600.0,1900-01-01T00:00:00,0,,S
4557155,WO,2025-02-18T00:00:00,2025-02-24T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,323.0,70950.0,323.0,1900-01-01T00:00:00,0,,S
4557155,WO,2025-02-18T00:00:00,2025-02-24T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,530.0,70950.0,530.0,1900-01-01T00:00:00,0,,S
4561653,WO,2025-06-09T00:00:00,2025-06-09T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,2202.0,84261.0,2202.0,1900-01-01T00:00:00,0,,S
4561653,WO,2025-06-09T00:00:00,2025-06-09T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,478.0,84261.0,478.0,1900-01-01T00:00:00,0,,S
4555927,WO,2025-02-03T00:00:00,2025-02-04T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,389.0,45175.0,389.0,1900-01-01T00:00:00,0,,S
4555927,WO,2025-02-03T00:00:00,2025-02-04T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,1124.6,45175.0,1125.0,1900-01-01T00:00:00,0,,S
4556615,WO,2025-02-06T00:00:00,2025-02-03T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,5314.144,21395.0,5315.0,1900-01-01T00:00:00,0,,S
4557155,WO,2025-02-18T00:00:00,2025-02-24T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,70950.0,4600.0,1900-01-01T00:00:00,0,,S
4557155,WO,2025-02-18T00:00:00,2025-02-24T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,70950.0,4600.0,1900-01-01T00:00:00,0,,S
4557155,WO,2025-02-18T00:00:00,2025-02-24T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,407.0,70950.0,407.0,1900-01-01T00:00:00,0,,S
4558386,WO,2025-03-11T00:00:00,2025-03-12T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,12316.0,69988.0,12316.0,1900-01-01T00:00:00,0,,S
4558386,WO,2025-03-11T00:00:00,2025-03-12T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,5044.0,69988.0,5044.0,1900-01-01T00:00:00,0,,S
4559487,WO,2025-03-31T00:00:00,2025-03-31T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,5437.0,21930.0,5437.0,1900-01-01T00:00:00,0,,S
4560342,WO,2025-04-18T00:00:00,2025-04-21T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,10041.0,72404.0,10041.0,1900-01-01T00:00:00,0,,S
4560342,WO,2025-04-18T00:00:00,2025-04-21T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,7319.0,72404.0,7319.0,1900-01-01T00:00:00,0,,S
4561265,WO,2025-05-05T00:00:00,2025-05-06T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4264.0,62352.0,4264.0,1900-01-01T00:00:00,0,,S
4561265,WO,2025-05-05T00:00:00,2025-05-06T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,11260.0,62352.0,11260.0,1900-01-01T00:00:00,0,,S
4561810,WO,2025-05-15T00:00:00,2025-05-14T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,2224.0,21445.0,2224.0,1900-01-01T00:00:00,0,,S
4561810,WO,2025-05-15T00:00:00,2025-05-14T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,790.0,21445.0,790.0,1900-01-01T00:00:00,0,,S
4563484,WO,2025-06-19T00:00:00,2025-06-19T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,5363.0,21465.0,5363.0,1900-01-01T00:00:00,0,,S
4563790,WO,2025-06-25T00:00:00,2025-06-30T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,17360.0,69612.0,17360.0,1900-01-01T00:00:00,0,,S
4565658,WO,2025-08-04T00:00:00,2025-08-05T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,2108.0,70993.0,2108.0,1900-01-01T00:00:00,0,,S
4565658,WO,2025-08-04T00:00:00,2025-08-05T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,70993.0,4600.0,1900-01-01T00:00:00,0,,S
4565658,WO,2025-08-04T00:00:00,2025-08-05T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,70993.0,4600.0,1900-01-01T00:00:00,0,,S
4565658,WO,2025-08-04T00:00:00,2025-08-05T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,1452.0,70993.0,1452.0,1900-01-01T00:00:00,0,,S
4566998,WO,2025-08-27T00:00:00,2025-08-26T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,38406.0,4600.0,1900-01-01T00:00:00,0,,S
4566998,WO,2025-08-27T00:00:00,2025-08-26T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,38406.0,4600.0,1900-01-01T00:00:00,0,,S
4566998,WO,2025-08-27T00:00:00,2025-08-26T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,174.4,38406.0,175.0,1900-01-01T00:00:00,0,,S
4567990,WO,2025-09-24T00:00:00,2025-09-26T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,70888.0,4600.0,1900-01-01T00:00:00,0,,S
4567990,WO,2025-09-24T00:00:00,2025-09-26T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,12760.0,70888.0,12760.0,1900-01-01T00:00:00,0,,S
4570113,WO,2025-10-31T00:00:00,2025-11-04T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,17360.0,70480.0,17360.0,1900-01-01T00:00:00,0,,S
4571385,WO,2025-11-18T00:00:00,2025-11-19T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,39952.0,4600.0,1900-01-01T00:00:00,0,,S
4571385,WO,2025-11-18T00:00:00,2025-11-19T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,4600.0,39952.0,4600.0,1900-01-01T00:00:00,0,,S
4571385,WO,2025-11-18T00:00:00,2025-11-19T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,174.4,39952.0,175.0,1900-01-01T00:00:00,0,,S
4572013,WO,2025-11-25T00:00:00,2025-11-25T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,5363.0,23840.0,5363.0,1900-01-01T00:00:00,0,,S
4536508,WO,2024-01-19T00:00:00,2024-01-23T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,2750.0,70991.0,2750.0,1900-01-01T00:00:00,0,,S
