WONum,WOType,StartDate,CompletedDate,WOStatus,ParentItem2nd,ParentBranch,ParentGlobalBulk,ParentBulk,ParentIBItem2nd,PLBranch,PLBusinessUnit,CompItem2nd,CompIBItem2nd,CompGlobalBulk,CompBulk,CompStockType,UOM,QtyOrdered,QtyShipped,QtyTransaction,PLCompletion,CompLineNum,CompType,LineType
4526170,WO,2023-06-20T00:00:00,2023-06-19T00:00:00,99,U502-PL,CIN2,U502,U502,U502-PL,CIN2,        CIN2,U502,U502,U502,U502,P,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4527254,WO,2023-07-12T00:00:00,2023-07-12T00:00:00,99,U101-PL,CIN2,U101,U101,U101-PL,CIN2,        CIN2,U101,U101,U101,U101,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4528085,WO,2023-07-27T00:00:00,2023-07-27T00:00:00,99,U103,CIN2,U103,U103,U103,CIN2,        CIN2,U101,U101,U101,U101,M,LB,0.0,450.0,0.0,1900-01-01T00:00:00,0,,S
4528087,WO,2023-07-27T00:00:00,2023-07-27T00:00:00,99,U103,CIN2,U103,U103,U103,CIN2,        CIN2,U101,U101,U101,U101,M,LB,0.0,450.0,0.0,1900-01-01T00:00:00,0,,S
4529817,WO,2023-09-13T00:00:00,2023-09-12T00:00:00,99,HP1432AT,CIN2,HP1432AT,HP1432AT,HP1432AT,CIN2,        CIN2,HP1432AT-OP,HP1432AT-OP,HP1432AT,HP1432AT,P,LB,0.0,3760.0,0.0,1900-01-01T00:00:00,0,,S
4534930,WO,2024-01-03T00:00:00,2023-12-29T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,38585.0,0.0,1900-01-01T00:00:00,0,,S
4534985,WO,2023-12-11T00:00:00,2023-12-08T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,475.0,0.0,1900-01-01T00:00:00,0,,S
4535147,WO,2023-12-19T00:00:00,2023-12-20T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,15200.0,0.0,1900-01-01T00:00:00,0,,S
4535561,WO,2024-01-03T00:00:00,2024-01-08T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,69845.0,0.0,1900-01-01T00:00:00,0,,S
4526457,WO,2023-06-28T00:00:00,2023-06-29T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,0.0,26810.0,0.0,1900-01-01T00:00:00,0,,S
4526535,WO,2023-07-14T00:00:00,2023-07-18T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,0.0,71459.0,0.0,1900-01-01T00:00:00,0,,S
4526839,WO,2023-07-19T00:00:00,2023-07-20T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,0.0,13555.0,0.0,1900-01-01T00:00:00,0,,S
4528065,WO,2023-08-01T00:00:00,2023-08-04T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,0.0,72348.0,0.0,1900-01-01T00:00:00,0,,S
4528667,WO,2023-08-03T00:00:00,2023-08-03T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,0.0,747.0,0.0,1900-01-01T00:00:00,0,,S
4528786,WO,2023-08-07T00:00:00,2023-08-07T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,0.0,947.0,0.0,1900-01-01T00:00:00,0,,S
4529318,WO,2023-08-22T00:00:00,2023-08-24T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,0.0,71805.0,0.0,1900-01-01T00:00:00,0,,S
4529473,WO,2023-08-22T00:00:00,2023-08-22T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,0.0,16670.0,0.0,1900-01-01T00:00:00,0,,S
4529964,WO,2023-09-07T00:00:00,2023-09-08T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,0.0,69818.0,0.0,1900-01-01T00:00:00,0,,S
4531188,WO,2023-10-05T00:00:00,2023-10-05T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,0.0,21435.0,0.0,1900-01-01T00:00:00,0,,S
4531355,WO,2023-10-12T00:00:00,2023-10-16T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX,161190PX,161190PX,161190PX,P,LB,0.0,71774.0,0.0,1900-01-01T00:00:00,0,,S
4532402,WO,2023-10-24T00:00:00,2023-10-27T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,70151.0,0.0,1900-01-01T00:00:00,0,,S
4532958,WO,2023-11-01T00:00:00,2023-11-02T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,13908.0,0.0,1900-01-01T00:00:00,0,,S
4532970,WO,2023-11-02T00:00:00,2023-11-01T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,21960.0,0.0,1900-01-01T00:00:00,0,,S
4533734,WO,2023-11-17T00:00:00,2023-11-20T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,69612.0,0.0,1900-01-01T00:00:00,0,,S
4530197,WO,2023-09-05T00:00:00,2023-09-05T00:00:00,99,HP1632,CIN2,HP1632,HP1632,HP1632,CIN2,        CIN2,HP1632-T2,HP1632-T2,HP1632,HP1632,P,LB,0.0,80.0,0.0,1900-01-01T00:00:00,0,,S
4535009,WO,2023-12-11T00:00:00,2023-12-05T00:00:00,99,U701-PL,CIN2,U701,U701,U701-PL,CIN2,        CIN2,U701,U701,U701,U701,M,LB,0.0,3.0,0.0,1900-01-01T00:00:00,0,,S
4517967,WO,2023-01-18T00:00:00,2023-01-19T00:00:00,99,ML180.S,SING,ML180,ML180.S,ML180.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,24328.0,0.0,1900-01-01T00:00:00,0,,S
4519941,WO,2023-02-28T00:00:00,2023-03-02T00:00:00,99,ML156.S,SING,ML156,ML156.S,ML156.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,7160.0,0.0,1900-01-01T00:00:00,0,,S
4520776,WO,2023-03-09T00:00:00,2023-03-20T00:00:00,99,ML156.S,SING,ML156,ML156.S,ML156.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,5292.0,0.0,1900-01-01T00:00:00,0,,S
4533080,WO,2023-10-30T00:00:00,2023-10-31T00:00:00,99,ML182.S,SING,ML182,ML182.S,ML182.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,7000.0,0.0,1900-01-01T00:00:00,0,,S
4533082,WO,2023-11-07T00:00:00,2023-11-08T00:00:00,99,ML182.S,SING,ML182,ML182.S,ML182.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,7000.0,0.0,1900-01-01T00:00:00,0,,S
4535066,WO,2023-12-21T00:00:00,2023-12-27T00:00:00,99,ML180.S,SING,ML180,ML180.S,ML180.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,7921.0,0.0,1900-01-01T00:00:00,0,,S
4531874,WO,2023-10-11T00:00:00,2023-10-15T00:00:00,99,ML156.S,SING,ML156,ML156.S,ML156.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,5200.0,0.0,1900-01-01T00:00:00,0,,S
4522632,WO,2023-04-07T00:00:00,2023-04-11T00:00:00,99,ML156.S,SING,ML156,ML156.S,ML156.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,7883.0,0.0,1900-01-01T00:00:00,0,,S
4522634,WO,2023-04-24T00:00:00,2023-04-26T00:00:00,99,ML156.S,SING,ML156,ML156.S,ML156.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,9000.0,0.0,1900-01-01T00:00:00,0,,S
4526478,WO,2023-07-11T00:00:00,2023-07-13T00:00:00,99,ML180.S,SING,ML180,ML180.S,ML180.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,7800.0,0.0,1900-01-01T00:00:00,0,,S
4526794,WO,2023-07-12T00:00:00,2023-07-14T00:00:00,99,ML180.S,SING,ML180,ML180.S,ML180.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,7600.0,0.0,1900-01-01T00:00:00,0,,S
4529752,WO,2023-08-25T00:00:00,2023-08-26T00:00:00,99,ML180F.S,SING,ML180F,ML180F.S,ML180F.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,6268.0,0.0,1900-01-01T00:00:00,0,,S
4528390,WO,2023-08-01T00:00:00,2023-08-01T00:00:00,99,HP1432AT-OP,CIN2,HP1432AT,HP1432AT,HP1432AT-OP,CIN2,        CIN2,HP1432AT,HP1432AT,HP1432AT,HP1432AT,M,LB,0.0,12.0,0.0,1900-01-01T00:00:00,0,,S
4525561,WO,2023-06-09T00:00:00,2023-06-06T00:00:00,99,U501-PL,CIN2,U501,U501,U501-PL,CIN2,        CIN2,U501,U501,U501,U501,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4525562,WO,2023-06-09T00:00:00,2023-06-09T00:00:00,99,U201-OP,CIN2,U201,U201,U201-OP,CIN2,        CIN2,U201,U201,U201,U201,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4525563,WO,2023-06-09T00:00:00,2023-06-12T00:00:00,99,U201-OP,CIN2,U201,U201,U201-OP,CIN2,        CIN2,U201,U201,U201,U201,M,LB,0.0,9.0,0.0,1900-01-01T00:00:00,0,,S
4526171,WO,2023-06-20T00:00:00,2023-06-19T00:00:00,99,U601-PL,CIN2,U601,U601,U601-PL,CIN2,        CIN2,U601,U601,U601,U601,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4527777,WO,2023-07-27T00:00:00,2023-07-27T00:00:00,99,U501-PL,CIN2,U501,U501,U501-PL,CIN2,        CIN2,U501,U501,U501,U501,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4528423,WO,2023-08-02T00:00:00,2023-08-01T00:00:00,99,U201-OP,CIN2,U201,U201,U201-OP,CIN2,        CIN2,U201,U201,U201,U201,M,LB,0.0,12.0,0.0,1900-01-01T00:00:00,0,,S
4529818,WO,2023-09-12T00:00:00,2023-09-12T00:00:00,99,HP1432AT-PL,CIN2,HP1432AT,HP1432AT,HP1432AT-PL,CIN2,        CIN2,HP1432AT,HP1432AT,HP1432AT,HP1432AT,M,LB,0.0,94.0,0.0,1900-01-01T00:00:00,0,,S
4530198,WO,2023-09-05T00:00:00,2023-09-05T00:00:00,99,HP1632-PL,CIN2,HP1632,HP1632,HP1632-PL,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,2.0,0.0,1900-01-01T00:00:00,0,,S
4530342,WO,2023-09-08T00:00:00,2023-09-11T00:00:00,99,HP1432AT-PL,CIN2,HP1432AT,HP1432AT,HP1432AT-PL,CIN2,        CIN2,HP1432AT,HP1432AT,HP1432AT,HP1432AT,M,LB,0.0,11.0,0.0,1900-01-01T00:00:00,0,,S
4530343,WO,2023-09-08T00:00:00,2023-09-11T00:00:00,99,HP1432AT-PL,CIN2,HP1432AT,HP1432AT,HP1432AT-PL,CIN2,        CIN2,HP1432AT,HP1432AT,HP1432AT,HP1432AT,M,LB,0.0,10.0,0.0,1900-01-01T00:00:00,0,,S
4530412,WO,2023-09-12T00:00:00,2023-09-11T00:00:00,99,HP1632-OP,CIN2,HP1632,HP1632,HP1632-OP,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,4.0,0.0,1900-01-01T00:00:00,0,,S
4531196,WO,2023-09-25T00:00:00,2023-09-25T00:00:00,99,U2022-PL,CIN2,U2022,U2022,U2022-PL,CIN2,        CIN2,U2022,U2022,U2022,U2022,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4531197,WO,2023-09-25T00:00:00,2023-09-21T00:00:00,99,U204-PL,CIN2,U204,U204,U204-PL,CIN2,        CIN2,U204,U204,U204,U204,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4531198,WO,2023-09-24T00:00:00,2023-09-25T00:00:00,99,U501-PL,CIN2,U501,U501,U501-PL,CIN2,        CIN2,U501,U501,U501,U501,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4531199,WO,2023-09-27T00:00:00,2023-09-25T00:00:00,99,U601-PL,CIN2,U601,U601,U601-PL,CIN2,        CIN2,U601,U601,U601,U601,M,LB,0.0,2.0,0.0,1900-01-01T00:00:00,0,,S
4532054,WO,2023-10-09T00:00:00,2023-10-06T00:00:00,99,HP1432AT-PL,CIN2,HP1432AT,HP1432AT,HP1432AT-PL,CIN2,        CIN2,HP1432AT,HP1432AT,HP1432AT,HP1432AT,M,LB,0.0,11.0,0.0,1900-01-01T00:00:00,0,,S
4533145,WO,2023-10-31T00:00:00,2023-10-27T00:00:00,99,U2022-PL,CIN2,U2022,U2022,U2022-PL,CIN2,        CIN2,U2022,U2022,U2022,U2022,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4533995,WO,2023-11-21T00:00:00,2023-11-15T00:00:00,99,HP1632-OP,CIN2,HP1632,HP1632,HP1632-OP,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,4.0,0.0,1900-01-01T00:00:00,0,,S
4535320,WO,2023-12-12T00:00:00,2023-12-12T00:00:00,99,HP1632-PL,CIN2,HP1632,HP1632,HP1632-PL,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,15.0,0.0,1900-01-01T00:00:00,0,,S
4535663,WO,2023-12-19T00:00:00,2023-12-15T00:00:00,99,HP1632-PL,CIN2,HP1632,HP1632,HP1632-PL,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4535901,WO,2023-12-29T00:00:00,2023-12-20T00:00:00,99,HP1632-OP,CIN2,HP1632,HP1632,HP1632-OP,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,4.0,0.0,1900-01-01T00:00:00,0,,S
4536192,WO,2023-12-29T00:00:00,2023-12-29T00:00:00,99,U501-PL,CIN2,U501,U501,U501-PL,CIN2,        CIN2,U501,U501,U501,U501,M,LB,0.0,3.0,0.0,1900-01-01T00:00:00,0,,S
4536193,WO,2023-12-28T00:00:00,2023-12-29T00:00:00,99,U601-PL,CIN2,U601,U601,U601-PL,CIN2,        CIN2,U601,U601,U601,U601,M,LB,0.0,5.0,0.0,1900-01-01T00:00:00,0,,S
4527062,WO,2023-07-07T00:00:00,2023-07-07T00:00:00,99,U201-PL,CIN2,U201,U201,U201-PL,CIN2,        CIN2,U201,U201,U201,U201,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4528999,WO,2023-08-11T00:00:00,2023-08-10T00:00:00,99,U201-PL,CIN2,U201,U201,U201-PL,CIN2,        CIN2,U201,U201,U201,U201,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4526141,WO,2023-06-19T00:00:00,2023-06-16T00:00:00,99,191245PX-PL,CIN2,191245PX,191245PX,191245PX-PL,CIN2,        CIN2,191245PX,191245PX,191245PX,191245PX,M,LB,0.0,2.0,0.0,1900-01-01T00:00:00,0,,S
4529500,WO,2023-08-21T00:00:00,2023-08-18T00:00:00,99,191245PX-PL,CIN2,191245PX,191245PX,191245PX-PL,CIN2,        CIN2,191245PX,191245PX,191245PX,191245PX,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4529785,WO,2023-08-24T00:00:00,2023-08-23T00:00:00,99,191245PX-PL,CIN2,191245PX,191245PX,191245PX-PL,CIN2,        CIN2,191245PX,191245PX,191245PX,191245PX,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4534903,WO,2023-12-04T00:00:00,2023-12-01T00:00:00,99,191245PX-FD,CIN2,191245PX,191245PX,191245PX-FD,CIN2,        CIN2,191245PX,191245PX,191245PX,191245PX,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4571379,WO,2026-02-25T00:00:00,2026-03-03T00:00:00,99,HP302,CINC,HP302,HP302,HP302,CINC,        CINC,ABEX2525,ABEX2525,ABEX2525,ABEX2525,P,LB,0.0,2828.0,0.0,1900-01-01T00:00:00,0,,S
4575487,WO,2026-02-10T00:00:00,2026-01-31T00:00:00,99,U802-PL,CIN2,U802,U802,U802-PL,CIN2,        CIN2,U802,U802,U802,U802,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4576854,WO,2026-02-27T00:00:00,2026-03-04T00:00:00,99,U103,CIN2,U103,U103,U103,CIN2,        CIN2,U101,U101,U101,U101,M,LB,0.0,9719.0,0.0,1900-01-01T00:00:00,0,,S
4574459,WO,2026-01-13T00:00:00,2026-01-16T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,69721.0,0.0,1900-01-01T00:00:00,0,,S
4576282,WO,2026-02-17T00:00:00,2026-02-17T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,17030.0,0.0,1900-01-01T00:00:00,0,,S
4576965,WO,2026-03-03T00:00:00,2026-03-03T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,16140.0,0.0,1900-01-01T00:00:00,0,,S
4577496,WO,2026-03-16T00:00:00,2026-03-20T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,70049.0,0.0,1900-01-01T00:00:00,0,,S
4577562,WO,2026-03-17T00:00:00,2026-03-20T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,16663.0,0.0,1900-01-01T00:00:00,0,,S
4577968,WO,2026-03-18T00:00:00,2026-03-18T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,16055.0,0.0,1900-01-01T00:00:00,0,,S
4578953,WO,2026-04-09T00:00:00,2026-04-09T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,16070.0,0.0,1900-01-01T00:00:00,0,,S
4580109,WO,2026-04-29T00:00:00,2026-04-30T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,27323.0,0.0,1900-01-01T00:00:00,0,,S
4579302,WO,2026-04-13T00:00:00,2026-04-15T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,71371.0,0.0,1900-01-01T00:00:00,0,,S
4580393,WO,2026-05-04T00:00:00,2026-05-04T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,16045.0,0.0,1900-01-01T00:00:00,0,,S
4581412,WO,2026-05-28T00:00:00,2026-06-02T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,70239.4,0.0,1900-01-01T00:00:00,0,,S
4582039,WO,2026-06-09T00:00:00,2026-06-10T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,40500.0,0.0,1900-01-01T00:00:00,0,,S
4582275,WO,2026-06-12T00:00:00,2026-06-16T00:00:00,99,MC40EAF,CIN2,MC40EAF,MC40EAF,MC40EAF,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,23369.0,0.0,1900-01-01T00:00:00,0,,S
4582451,WO,2026-06-18T00:00:00,2026-06-18T00:00:00,99,NM73,CIN2,NM73,NM73,NM73,CIN2,        CIN2,161190PX-T2,161190PX-T2,161190PX,161190PX,P,LB,0.0,16500.0,0.0,1900-01-01T00:00:00,0,,S
4580942,WO,2026-05-11T00:00:00,2026-05-11T00:00:00,99,U204,CIN2,U204,U204,U204,CIN2,        CIN2,MDU20-T2,MDU20-T2,MDU20,MDU20,P,LB,0.0,1800.0,0.0,1900-01-01T00:00:00,0,,S
4580944,WO,2026-05-11T00:00:00,2026-05-11T00:00:00,99,U204,CIN2,U204,U204,U204,CIN2,        CIN2,MDU20-T2,MDU20-T2,MDU20,MDU20,P,LB,0.0,3600.0,0.0,1900-01-01T00:00:00,0,,S
4582015,WO,2026-06-05T00:00:00,2026-06-08T00:00:00,99,U701-OP,CIN2,U701,U701,U701-OP,CIN2,        CIN2,U701,U701,U701,U701,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4574566,WO,2026-01-15T00:00:00,2026-01-15T00:00:00,99,MDU2012B.E,AUBA,MDU2012B,MDU2012B.E,MDU2012B.E,AUBA,        AUBA,MDU2012B.E,MDU2012B.E,MDU2012B,MDU2012B.E,P,KG,0.0,106.0,0.0,1900-01-01T00:00:00,0,,S
4579751,WO,2026-04-26T00:00:00,2026-04-27T00:00:00,99,ML182.S,SING,ML182,ML182.S,ML182.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,8453.0,0.0,1900-01-01T00:00:00,0,,S
4580789,WO,2026-05-28T00:00:00,2026-05-29T00:00:00,99,ML182.S,SING,ML182,ML182.S,ML182.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,8301.0,0.0,1900-01-01T00:00:00,0,,S
4581437,WO,2026-05-31T00:00:00,2026-06-01T00:00:00,99,ML180.S,SING,ML180,ML180.S,ML180.S,SING,        SING,NP4LF.S,NP4LF.S,NP4LF,NP4LF.S,P,KG,0.0,7793.0,0.0,1900-01-01T00:00:00,0,,S
4580623,WO,2026-05-06T00:00:00,2026-05-07T00:00:00,99,HP1632,CIN2,HP1632,HP1632,HP1632,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,2369.0,0.0,1900-01-01T00:00:00,0,,S
4580624,WO,2026-05-07T00:00:00,2026-05-07T00:00:00,99,HP1632-T2,CIN2,HP1632,HP1632,HP1632-T2,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4574110,WO,2026-01-09T00:00:00,2026-01-08T00:00:00,99,U2022-PL,CIN2,U2022,U2022,U2022-PL,CIN2,        CIN2,U2022,U2022,U2022,U2022,M,LB,0.0,15.0,0.0,1900-01-01T00:00:00,0,,S
4574213,WO,2026-01-08T00:00:00,2026-01-08T00:00:00,99,U201-OP,CIN2,U201,U201,U201-OP,CIN2,        CIN2,U201,U201,U201,U201,M,LB,0.0,0.8711,0.0,1900-01-01T00:00:00,0,,S
4574463,WO,2026-01-29T00:00:00,2026-01-14T00:00:00,99,U601-PL,CIN2,U601,U601,U601-PL,CIN2,        CIN2,U601,U601,U601,U601,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4574943,WO,2026-02-02T00:00:00,2026-01-29T00:00:00,99,HP1632-OP,CIN2,HP1632,HP1632,HP1632-OP,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,8.0,0.0,1900-01-01T00:00:00,0,,S
4574944,WO,2026-01-23T00:00:00,2026-01-23T00:00:00,99,HP1632-OP,CIN2,HP1632,HP1632,HP1632-OP,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,0.9719,0.0,1900-01-01T00:00:00,0,,S
4576016,WO,2026-02-12T00:00:00,2026-02-10T00:00:00,99,U2022-PL,CIN2,U2022,U2022,U2022-PL,CIN2,        CIN2,U2022,U2022,U2022,U2022,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4578171,WO,2026-04-06T00:00:00,2026-03-30T00:00:00,99,HP1632-OP,CIN2,HP1632,HP1632,HP1632-OP,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,8.0,0.0,1900-01-01T00:00:00,0,,S
4578742,WO,2026-04-08T00:00:00,2026-04-02T00:00:00,99,HP1632-OP,CIN2,HP1632,HP1632,HP1632-OP,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,13.0,0.0,1900-01-01T00:00:00,0,,S
4578960,WO,2026-04-06T00:00:00,2026-04-02T00:00:00,99,HP1632-PL,CIN2,HP1632,HP1632,HP1632-PL,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4579361,WO,2026-04-10T00:00:00,2026-04-13T00:00:00,99,HP1632-PL,CIN2,HP1632,HP1632,HP1632-PL,CIN2,        CIN2,HP1632,HP1632,HP1632,HP1632,M,LB,0.0,2.0,0.0,1900-01-01T00:00:00,0,,S
4579433,WO,2026-04-17T00:00:00,2026-04-17T00:00:00,99,U2022-PL,CIN2,U2022,U2022,U2022-PL,CIN2,        CIN2,U2022,U2022,U2022,U2022,M,LB,0.0,15.0,0.0,1900-01-01T00:00:00,0,,S
4580797,WO,2026-05-08T00:00:00,2026-05-07T00:00:00,99,HP1432AT-PL,CIN2,HP1432AT,HP1432AT,HP1432AT-PL,CIN2,        CIN2,HP1432AT,HP1432AT,HP1432AT,HP1432AT,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
4580910,WO,2026-05-13T00:00:00,2026-05-12T00:00:00,99,U2022-PL,CIN2,U2022,U2022,U2022-PL,CIN2,        CIN2,U2022,U2022,U2022,U2022,M,LB,0.0,1.0,0.0,1900-01-01T00:00:00,0,,S
