MatchType,DocType,OrdType,OrderCo,OrderNum,DocNum,LineNum,TxnDate,RecvDate,GLDate,SupplierNum,SupplierName,Item2nd,Bulk,GlobalBulk,Qty,QtyLB,QtyKG,Amt,USD,EUR
1,OV,OP,00010,131460,209605,1.0,2021-07-12T00:00:00,2021-07-12T00:00:00,2021-07-12T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1187.3457
1,OV,OP,00010,131460,209694,1.0,2021-07-13T00:00:00,2021-07-13T00:00:00,2021-07-13T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1192.0557
1,OV,OP,00010,131462,210722,1.0,2021-07-29T00:00:00,2021-07-29T00:00:00,2021-07-29T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1184.6671
1,OV,OP,00010,131462,211159,1.0,2021-08-04T00:00:00,2021-08-04T00:00:00,2021-08-04T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1188.9887
1,OV,OP,00010,122735,192121,1.0,2020-09-01T00:00:00,2020-09-01T00:00:00,2020-09-01T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1178.5639
1,OV,OP,00010,122735,192123,1.0,2020-09-01T00:00:00,2020-09-01T00:00:00,2020-09-01T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1178.5639
4,OV,OP,00010,122734,191094,1.0,2020-08-11T00:00:00,2020-08-04T00:00:00,2020-08-11T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1196.7013
1,OV,OP,00010,120505,186092,1.0,2020-04-14T00:00:00,2020-04-14T00:00:00,2020-04-14T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1056.0,1056.0,961.5095
1,OV,OP,00010,121434,188127,1.0,2020-06-02T00:00:00,2020-06-02T00:00:00,2020-06-02T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1056.0,1056.0,945.7669
1,OV,OP,00010,121435,187885,1.0,2020-05-27T00:00:00,2020-05-27T00:00:00,2020-05-27T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1056.0,1056.0,963.0549
1,OV,OP,00010,121470,187729,1.0,2020-05-21T00:00:00,2020-05-21T00:00:00,2020-05-21T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1056.0,1056.0,964.0547
1,OV,OP,00010,122733,190439,1.0,2020-07-29T00:00:00,2020-07-29T00:00:00,2020-07-29T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1196.3972
1,OV,OP,00010,122733,190441,1.0,2020-07-29T00:00:00,2020-07-29T00:00:00,2020-07-29T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1196.3972
1,OV,OP,00010,122736,192221,1.0,2020-09-03T00:00:00,2020-09-03T00:00:00,2020-09-03T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1190.2263
1,OV,OP,00010,122737,192412,1.0,2020-09-10T00:00:00,2020-09-10T00:00:00,2020-09-10T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1185.4187
1,OV,OP,00010,122737,192761,1.0,2020-09-17T00:00:00,2020-09-17T00:00:00,2020-09-17T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1190.8128
1,OV,OP,00010,122738,192736,1.0,2020-09-17T00:00:00,2020-09-17T00:00:00,2020-09-17T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1190.8128
1,OV,OP,00010,122738,192807,1.0,2020-09-18T00:00:00,2020-09-18T00:00:00,2020-09-18T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1187.2425
1,OV,OP,00010,123278,193618,1.0,2020-10-07T00:00:00,2020-10-07T00:00:00,2020-10-07T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1196.6716
1,OV,OP,00010,123278,193624,1.0,2020-10-07T00:00:00,2020-10-07T00:00:00,2020-10-07T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1196.6716
1,OV,OP,00010,130782,208620,1.0,2021-06-24T00:00:00,2021-06-24T00:00:00,2021-06-24T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1180.44
1,OV,OP,00010,131463,211307,1.0,2021-08-06T00:00:00,2021-08-06T00:00:00,2021-08-06T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1197.3145
1,OV,OP,00010,133317,216969,1.0,2021-11-04T00:00:00,2021-11-04T00:00:00,2021-11-04T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1219.6989
1,OV,OP,00010,133318,218184,1.0,2021-11-23T00:00:00,2021-11-23T00:00:00,2021-11-23T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1250.0803
1,OV,OP,00010,133318,218210,1.0,2021-11-23T00:00:00,2021-11-23T00:00:00,2021-11-23T00:00:00,292788,Ortec Inc.,U201-T2,U201,U201,17600.0,17600.0,7983.36,1408.0,1408.0,1250.0803
