Order Company,Branch Plant,Global Bulk Item,Bulk Item,2nd Item Number,Order Number,Next Status,Year,Month,Promised Ship Date,Ordered Quantity KGs,Revenue Business Unit,Customer Code,Customer Name,Global Parent,Global Parent Name,TM Name,Country Name,Ordered Quantity,Ordering Unit of Measure,Ordered Quantity LBs,Open Indicator
00030,SING,JS168,JS168.S,JS168.S-TL,2551748,999,2025,11,2025-11-03 00:00:00,10000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,10.00,TO,22046.225,N
00030,SING,JS168,JS168.S,JS168.S-TL,2551750,999,2025,11,2025-11-03 00:00:00,2000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,2.00,TO,4409.245,N
00030,SING,JS168,JS168.S,JS168.S-TL,2551769,999,2025,11,2025-11-03 00:00:00,5000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,5.00,TO,11023.1125,N
00030,SING,JS168,JS168.S,JS168.S-TL,2551811,999,2025,11,2025-11-03 00:00:00,7000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,7.00,TO,15432.3575,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2549621,999,2025,11,2025-11-03 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.84,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2549622,999,2025,11,2025-11-03 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.84,N
00030,SNG4,ME87235,ME87235.S,ME87235.S-T2,2522535,999,2025,11,2025-11-03 00:00:00,4000,30220,289459,Kelly Technology - China(Kelly Shanghai),290132,Kelly Chemical (China) - Global Parent,Robin Li,China,4.00,TO,8818.49,N
00030,SNG4,ME91240G,ME91240G.S,ME91240G.S-OP,2536050,999,2025,11,2025-11-03 00:00:00,200,30220,291049,Lautan Luas Tbk - Indonesia,305921,Lautan - Global Parent,Rohan Aranjo,Indonesia,1.00,DR,440.9245,N
00030,SNG4,ME91240G,ME91240G.S,ME91240G.S-PD,2522535,999,2025,11,2025-11-03 00:00:00,600,30220,289459,Kelly Technology - China(Kelly Shanghai),290132,Kelly Chemical (China) - Global Parent,Robin Li,China,3.00,DR,1322.7735,N
00030,SNG4,ME91735,ME91735.S,ME91735.S-TL,2515688,999,2025,11,2025-11-03 00:00:00,20000,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,20.00,TO,44092.45,N
00030,SNG4,ME92040,ME92040.S,ME92040.S-T2,2522535,999,2025,11,2025-11-03 00:00:00,19000,30220,289459,Kelly Technology - China(Kelly Shanghai),290132,Kelly Chemical (China) - Global Parent,Robin Li,China,19.00,TO,41887.8275,N
00030,SNG4,PP236A,PP236A.S,PP236A.S-OP,2511800,999,2025,11,2025-11-03 00:00:00,400,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,2.00,DR,881.849,N
00030,SNG4,PP236A,PP236A.S,PP236A.S-TL,2511800,999,2025,11,2025-11-03 00:00:00,1000,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,1.00,TO,2204.6225,N
00030,SING,JS168,JS168.S,JS168.S-TL,2552565,999,2025,11,2025-11-04 00:00:00,2000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,2.00,TO,4409.245,N
00030,SING,JS168,JS168.S,JS168.S-TL,2552719,999,2025,11,2025-11-04 00:00:00,1000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,1.00,TO,2204.6225,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2552600,999,2025,11,2025-11-04 00:00:00,9000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,9.00,TO,19841.6025,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2551772,999,2025,11,2025-11-04 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.84,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2551773,999,2025,11,2025-11-04 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.84,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2553312,999,2025,11,2025-11-05 00:00:00,10000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,10.00,TO,22046.225,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2553329,999,2025,11,2025-11-05 00:00:00,1000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,1.00,TO,2204.6225,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2553479,999,2025,11,2025-11-05 00:00:00,7000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,7.00,TO,15432.3575,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2553495,999,2025,11,2025-11-05 00:00:00,6000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,6.00,TO,13227.735,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2552619,999,2025,11,2025-11-05 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.84,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2552620,999,2025,11,2025-11-05 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.84,N
00030,SNG4,JS168,JS168.S,JS168.S-TL,2520237,999,2025,11,2025-11-05 00:00:00,18000,30240,293048,"CHINA JUSHI CO, LTD",297156,Jushi - Global Parent,Ethan Cheng,China,18.00,TO,39683.205,N
00030,SNG4,ME91735,ME91735.S,ME91735.S-TL,2523355,999,2025,11,2025-11-05 00:00:00,20000,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,20.00,TO,44092.45,N
00030,SING,JS168,JS168.S,JS168.S-TL,2554353,999,2025,11,2025-11-06 00:00:00,7000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,7.00,TO,15432.3575,N
00030,SING,PP05S,PP05S.S,PP05S.S-OP,2554352,999,2025,11,2025-11-06 00:00:00,3200,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,16.00,DR,7054.792,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2553349,999,2025,11,2025-11-06 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.84,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2553350,999,2025,11,2025-11-06 00:00:00,800,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,800.00,KG,1763.68,N
00030,SNG4,JS168,JS168.S,JS168.S-TL,2520238,999,2025,11,2025-11-06 00:00:00,18000,30240,293048,"CHINA JUSHI CO, LTD",297156,Jushi - Global Parent,Ethan Cheng,China,18.00,TO,39683.205,N
00030,SNG4,ME90640,ME90640.S,ME90640.S-PD,2525446,999,2025,11,2025-11-06 00:00:00,8000,30220,329026,Kelly Dongguan - China,290132,Kelly Chemical (China) - Global Parent,"Dai,Zhaochen(Vincent)",China,40.00,DR,17636.980000000003,N
00030,SNG4,ME92040,ME92040.S,ME92040.S-PD,2525446,999,2025,11,2025-11-06 00:00:00,16000,30220,329026,Kelly Dongguan - China,290132,Kelly Chemical (China) - Global Parent,"Dai,Zhaochen(Vincent)",China,80.00,DR,35273.96000000001,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2554197,999,2025,11,2025-11-07 00:00:00,1200,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,1200.00,KG,2645.52,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2554198,999,2025,11,2025-11-07 00:00:00,1600,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,1600.00,KG,3527.36,N
00030,SNG4,MG7140,MG7140.S,MG7140.S-OP,2532365,999,2025,11,2025-11-07 00:00:00,8800,30220,291765,"Koventure Co., Ltd - Thailand",290683,Koventure (FormerGowell)- Global Parent,Rohan Aranjo,Thailand,44.00,DR,19400.678,N
00030,SNG4,MG7140,MG7140.S,MG7140.S-OP,2532381,999,2025,11,2025-11-07 00:00:00,16000,30220,291765,"Koventure Co., Ltd - Thailand",290683,Koventure (FormerGowell)- Global Parent,Rohan Aranjo,Thailand,80.00,DR,35273.96,N
00034,SHAN,ME91735,ME91735.S,ME91735.S-TL,2533895,999,2025,11,2025-11-07 00:00:00,5000,34240,307538,"SHANDONG FIBERGLASS GROUP CO.,LTD",309179,Shandong Fiberglass - Global Parent,Ethan Cheng,China,5.00,TO,11023.1125,N
00034,SHAN,ME91735,ME91735.S,ME91735.S-TL,2554409,999,2025,11,2025-11-07 00:00:00,5000,34240,307538,"SHANDONG FIBERGLASS GROUP CO.,LTD",309179,Shandong Fiberglass - Global Parent,Ethan Cheng,China,5.00,TO,11023.1125,N
00030,SING,JS168,JS168.S,JS168.S-TL,2555665,999,2025,11,2025-11-08 00:00:00,10000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,10.00,TO,22046.225,N
00030,SING,JS168,JS168.S,JS168.S-TL,2555666,999,2025,11,2025-11-08 00:00:00,2000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,2.00,TO,4409.245,N
00030,SING,JS168,JS168.S,JS168.S-TL,2557159,999,2025,11,2025-11-10 00:00:00,1000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,1.00,TO,2204.6225,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2557160,999,2025,11,2025-11-10 00:00:00,10000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,10.00,TO,22046.225,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2557161,999,2025,11,2025-11-10 00:00:00,2000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,2.00,TO,4409.245,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2557162,999,2025,11,2025-11-10 00:00:00,10000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,10.00,TO,22046.225,N
00030,SING,ME92040,ME92040.S,ME92040.S-PD,2557128,999,2025,11,2025-11-10 00:00:00,6200,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,31.00,DR,13668.659500000002,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2555000,999,2025,11,2025-11-10 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.84,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2555002,999,2025,11,2025-11-10 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.8400000000001,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2555097,999,2025,11,2025-11-10 00:00:00,650,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,650.00,KG,1432.99,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2557893,999,2025,11,2025-11-11 00:00:00,10000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,10.00,TO,22046.225,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2557925,999,2025,11,2025-11-11 00:00:00,1000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,1.00,TO,2204.6225,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2558694,999,2025,11,2025-11-12 00:00:00,10000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,10.00,TO,22046.225,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2558875,999,2025,11,2025-11-12 00:00:00,3000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,3.00,TO,6613.8675,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2558172,999,2025,11,2025-11-12 00:00:00,700,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,700.00,KG,1543.22,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2558173,999,2025,11,2025-11-12 00:00:00,1600,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,1600.00,KG,3527.36,N
00030,SNG4,JS168,JS168.S,JS168.S-TL,2536021,999,2025,11,2025-11-12 00:00:00,18000,30240,293048,"CHINA JUSHI CO, LTD",297156,Jushi - Global Parent,Ethan Cheng,China,18.00,TO,39683.205,N
00030,SNG4,ME91735,ME91735.S,ME91735.S-TL,2523371,999,2025,11,2025-11-12 00:00:00,20000,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,20.00,TO,44092.45,N
00034,SHAN,ME91240G,ME91240G.S,ME91240G.S-PD,2557992,999,2025,11,2025-11-12 00:00:00,600,34220,327284,A-Star - China,334375,A-Star-Global Parent,Robin Li,China,3.00,DR,1322.7735,N
00034,SHAN,ME91735,ME91735.S,ME91735.S-OP,2558761,999,2025,11,2025-11-12 00:00:00,3000,34240,304363,WEIYUAN NEIHUA-China,330955,Sichuan Weibo Group -Global Parent,Ethan Cheng,China,15.00,DR,6613.8675,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2558726,999,2025,11,2025-11-13 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.84,N
00030,SNG4,ME91735,ME91735.S,ME91735.S-TL,2523372,999,2025,11,2025-11-13 00:00:00,10000,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,10.00,TO,22046.225,N
00030,SNG4,ME92040,ME92040.S,ME92040.S-PD,2537610,999,2025,11,2025-11-13 00:00:00,18400,30220,332913,Guangdong Supcosmos-China,332367,Guangzhou J&T - Global Parent,"Dai,Zhaochen(Vincent)",China,92.00,DR,40565.054000000004,N
00030,SING,ME91240G,ME91240G.S,ME91240G.S-PD,2560231,999,2025,11,2025-11-14 00:00:00,3200,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,16.00,DR,7054.792,N
00030,SING,ME91240G,ME91240G.S,ME91240G.S-PD,2560264,999,2025,11,2025-11-14 00:00:00,2800,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,14.00,DR,6172.943,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2560232,999,2025,11,2025-11-14 00:00:00,6000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,6.00,TO,13227.735,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2560263,999,2025,11,2025-11-14 00:00:00,8000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,8.00,TO,17636.98,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2560264,999,2025,11,2025-11-14 00:00:00,3000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,3.00,TO,6613.8675,N
00030,SING,TSPP01,TSPP01.S,TSPP01.S-TL,2560232,999,2025,11,2025-11-14 00:00:00,4000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,4.00,TO,8818.49,N
00030,SING,TSPP01,TSPP01.S,TSPP01.S-TL,2560263,999,2025,11,2025-11-14 00:00:00,2000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,2.00,TO,4409.245,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2559542,999,2025,11,2025-11-14 00:00:00,800,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,800.00,KG,1763.68,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2559581,999,2025,11,2025-11-14 00:00:00,1400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,1400.00,KG,3086.44,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2559543,999,2025,11,2025-11-14 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.84,N
00030,SING,ME91240G,ME91240G.S,ME91240G.S-PD,2561074,999,2025,11,2025-11-15 00:00:00,5800,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,29.00,DR,12786.810500000001,N
00030,SING,TSPP01,TSPP01.S,TSPP01.S-TL,2561013,999,2025,11,2025-11-15 00:00:00,10000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,10.00,TO,22046.225,N
00030,SING,TSPP01,TSPP01.S,TSPP01.S-TL,2561121,999,2025,11,2025-11-15 00:00:00,2000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,2.00,TO,4409.245,N
00030,SNG4,ME91735,ME91735.S,ME91735.S-TL,2560514,999,2025,11,2025-11-15 00:00:00,2000,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,2000.00,KG,4409.2,N
00030,SING,ME91735,ME91735.S,ME91735.S-TL,2562457,999,2025,11,2025-11-17 00:00:00,2000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,2.00,TO,4409.245,N
00030,SING,TSPP01,TSPP01.S,TSPP01.S-TL,2562460,999,2025,11,2025-11-17 00:00:00,10000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,10.00,TO,22046.225,N
00030,SING,TSPP01,TSPP01.S,TSPP01.S-TL,2562582,999,2025,11,2025-11-17 00:00:00,2000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,2.00,TO,4409.245,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2560313,999,2025,11,2025-11-17 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.84,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2562513,999,2025,11,2025-11-17 00:00:00,400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,400.00,KG,881.84,N
00030,SNG4,ME91240G,ME91240G.S,ME91240G.S-PD,2542829,999,2025,11,2025-11-17 00:00:00,2400,30220,293110,JUNGWON S.C.CO -Korea,293110,JUNGWON S.C.CO -Korea,Brandon Lee,South Korea,12.00,DR,5291.094,N
00030,SNG4,ME91735,ME91735.S,ME91735.S-TL,2535865,999,2025,11,2025-11-17 00:00:00,20000,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,20.00,TO,44092.450000000004,N
00030,SNG4,ME91735,ME91735.S,ME91735.S-TL,2535881,999,2025,11,2025-11-17 00:00:00,20000,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,20.00,TO,44092.45,N
00030,SNG4,ME91735,ME91735.S,ME91735.S-TL,2535912,999,2025,11,2025-11-17 00:00:00,20000,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,20.00,TO,44092.45,N
00030,SING,JS168,JS168.S,JS168.S-TL,2563498,999,2025,11,2025-11-18 00:00:00,8000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,8.00,TO,17636.98,N
00030,SING,TSPP01,TSPP01.S,TSPP01.S-TL,2563498,999,2025,11,2025-11-18 00:00:00,2000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,2.00,TO,4409.245,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2562494,999,2025,11,2025-11-18 00:00:00,700,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,700.00,KG,1543.22,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2563312,999,2025,11,2025-11-18 00:00:00,700,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,700.00,KG,1543.22,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2562495,999,2025,11,2025-11-18 00:00:00,1200,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,1200.00,KG,2645.52,N
00035,MUM3,ME91240G,ME91240G.S,ME91240G.S-PD,2532325,999,2025,11,2025-11-18 00:00:00,600,35220,342081,CALDIC SPECIALTIES INDIA PRIVATE LIMITED,347014,Caldic India - Global Parent,Rohan Aranjo,India,600.00,KG,1322.76,N
00030,SING,JS168,JS168.S,JS168.S-TL,2564148,999,2025,11,2025-11-19 00:00:00,7000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,7.00,TO,15432.3575,N
00030,SING,JS168,JS168.S,JS168.S-TL,2564212,999,2025,11,2025-11-19 00:00:00,6000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,6.00,TO,13227.734999999999,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2563276,999,2025,11,2025-11-19 00:00:00,700,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,700.00,KG,1543.22,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2563277,999,2025,11,2025-11-19 00:00:00,1200,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,1200.00,KG,2645.52,N
00030,SNG4,JS168,JS168.S,JS168.S-TL,2536038,999,2025,11,2025-11-19 00:00:00,18000,30240,293048,"CHINA JUSHI CO, LTD",297156,Jushi - Global Parent,Ethan Cheng,China,18.00,TO,39683.205,N
00030,SING,JS168,JS168.S,JS168.S-TL,2564875,999,2025,11,2025-11-20 00:00:00,10000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,10.00,TO,22046.225,N
00030,SING,JS168,JS168.S,JS168.S-TL,2565077,999,2025,11,2025-11-20 00:00:00,10000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,10.00,TO,22046.225,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2564067,999,2025,11,2025-11-20 00:00:00,800,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,800.00,KG,1763.68,N
00030,SNG4,ME87235,ME87235.S,ME87235.S-T2,2538304,999,2025,11,2025-11-20 00:00:00,6000,30220,289459,Kelly Technology - China(Kelly Shanghai),290132,Kelly Chemical (China) - Global Parent,Robin Li,China,6.00,TO,13227.735,N
00030,SNG4,ME91240G,ME91240G.S,ME91240G.S-PD,2538304,999,2025,11,2025-11-20 00:00:00,10000,30220,289459,Kelly Technology - China(Kelly Shanghai),290132,Kelly Chemical (China) - Global Parent,Robin Li,China,50.00,DR,22046.225000000002,N
00034,SHAN,ME91735,ME91735.S,ME91735.S-PL,2564299,999,2025,11,2025-11-20 00:00:00,18,34240,344940,Jiangsu Deqing-China,344940,Jiangsu Deqing-China,Ethan Cheng,China,1.00,PL,39.6832,N
00034,SHAN,ME91735,ME91735.S,ME91735.S-TL,2564315,999,2025,11,2025-11-20 00:00:00,15000,34240,307538,"SHANDONG FIBERGLASS GROUP CO.,LTD",309179,Shandong Fiberglass - Global Parent,Ethan Cheng,China,15.00,TO,33069.3375,N
00034,SHAN,PP236A,PP236A.S,PP236A.S-OP,2564925,999,2025,11,2025-11-20 00:00:00,400,34240,307538,"SHANDONG FIBERGLASS GROUP CO.,LTD",309179,Shandong Fiberglass - Global Parent,Ethan Cheng,China,2.00,DR,881.849,N
00034,SHAN,PP236A,PP236A.S,PP236A.S-TL,2564925,999,2025,11,2025-11-20 00:00:00,1000,34240,307538,"SHANDONG FIBERGLASS GROUP CO.,LTD",309179,Shandong Fiberglass - Global Parent,Ethan Cheng,China,1.00,TO,2204.6225,N
00030,SING,211018IX,211018IX.S,211018IX.S-PL,2565797,999,2025,11,2025-11-21 00:00:00,18,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,1.00,PL,39.6832,N
00030,SING,JS168,JS168.S,JS168.S-TL,2565797,999,2025,11,2025-11-21 00:00:00,2000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,2.00,TO,4409.245,N
00030,SING,ME92040,ME92040.S,ME92040.S-PD,2565594,999,2025,11,2025-11-21 00:00:00,5800,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,29.00,DR,12786.810500000001,N
00030,SING,ME92040,ME92040.S,ME92040.S-PD,2565641,999,2025,11,2025-11-21 00:00:00,5800,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,29.00,DR,12786.810500000001,N
00030,SNG4,BRIJS2,BRIJS2.S,BRIJS2.S,2564901,999,2025,11,2025-11-21 00:00:00,1400,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,1400.00,KG,3086.44,N
00030,SNG4,BRIJS20,BRIJS20.S,BRIJS20.S,2564902,999,2025,11,2025-11-21 00:00:00,2000,SNG4,26227,Singapore Manufacturing,26227,Singapore Manufacturing,,Singapore,2000.00,KG,4409.2,N
00030,SNG4,ME91240G,ME91240G.S,ME91240G.S-PD,2547409,999,2025,11,2025-11-21 00:00:00,6400,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,32.00,DR,14109.584,N
00030,SNG4,ME92040,ME92040.S,ME92040.S-PD,2547390,999,2025,11,2025-11-21 00:00:00,4000,30200,300385,Michelman New Material - China,291477,Michelman Asia-Pacific - Global Parent,,China,20.00,DR,8818.49,N
00030,SING,JS168,JS168.S,JS168.S-TL,2566495,999,2025,11,2025-11-22 00:00:00,10000,SING,338064,TVS SCS SINGAPORE PTE LTD,338064,TVS SCS SINGAPORE PTE LTD,,Singapore,10.00,TO,22046.225,N
